,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
53961,MarcoCas,2013,68,41,None,None,italie,"{'Italienne': 3, 'Pub': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Bar': 1}",3.89,3.89,3.71,3.71,2.43,0.0,1.64
54096,Prele,2012,75,327,None,None,None,"{'Italienne': 3, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Pub': 1, 'Pizza': 1, 'Europeenne': 1, 'Bar_a_bieres': 1, 'Bar': 1}",4.04,4.36,4.04,3.86,4.18,0.0,2.0
54184,Roberto L,2013,3,3,50-64,H,None,"{'Lombarde': 1, 'Italie_du_Nord': 1}",4.5,4.5,4.0,4.0,4.0,0.0,2.0
54237,alessandrobO1239AH,2014,223,113,35-49,H,italie,"{'Italienne': 3, 'Pub': 1, 'Mediterraneenne': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Cafe': 1, 'Bar': 1}",3.72,3.62,3.47,3.69,1.25,0.0,1.56
54278,marti-pole,2016,143,77,None,None,italie,{},,,,,,,
54292,Claudia C,2013,17,14,None,None,italie,"{'Lombarde': 1, 'Italie_du_Nord': 1}",4.5,4.5,4.0,4.0,4.0,0.0,2.0
54360,Claudia C,2012,4,3,None,None,italie,"{'Lombarde': 1, 'Italie_du_Nord': 1}",4.5,4.5,4.0,4.0,4.0,0.0,2.0
54452,Luca R,2012,3,2,None,None,italie,"{'Lombarde': 1, 'Italie_du_Nord': 1}",4.5,4.5,4.0,4.0,4.0,0.0,2.0
54695,Seaside791223,2018,2,2,None,None,None,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Portugaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",4.5,2.25,2.25,2.25,0.0,0.0,2.0
54706,723gilberth,2016,20,10,None,None,suisse,"{'Europeenne': 13, 'Suisse': 11, 'Francaise': 10, 'Mediterraneenne': 3, 'Italienne': 3, 'Pizza': 2, 'Bar': 2, 'Steakhouse': 1, 'Saine': 1, 'Pub': 1, 'Moderne': 1, 'Internationale': 1, 'Grillades': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",3.89,3.83,4.09,3.92,1.83,0.0,2.04
54729,mxrie22,2016,4,3,None,None,suisse,"{'Pub': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.78,3.78,4.28,3.78,4.44,0.0,2.0
54751,mariont879,2012,4,7,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Pub': 1, 'Francaise': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.0,4.12,4.19,3.75,0.88,0.0,2.0
54768,GaviotaEnMadrid,2009,44,33,None,None,espagne,{},,,,,,,
54782,Yousef J,2016,8,8,None,None,None,"{'Europeenne': 3, 'Saine': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Suisse': 1, 'Soupes': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Diner': 1, 'Asiatique': 1, 'Allemande': 1}",4.02,3.4,3.19,3.08,2.35,0.0,1.58
54831,MONET3333000,2020,1,1,None,None,None,"{'Pub': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,0.0
54832,Antonino D,2019,1,1,None,None,None,"{'Pub': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,0.0
54833,Daniela1508,2012,42,33,35-49,F,italie,"{'Pub': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,0.0
54882,524steph25400,2018,49,25,None,None,france,"{'Francaise': 16, 'Europeenne': 10, 'Italienne': 4, 'Grillades': 3, 'Steakhouse': 2, 'Belge': 2, 'Bar_a_bieres': 2, 'Turque': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.64,3.69,3.79,3.67,1.65,0.0,1.83
54915,arnaudb884,2012,132,249,None,None,france,"{'Francaise': 12, 'Europeenne': 10, 'Italienne': 5, 'Pub': 2, 'Pizza': 2, 'Japonaise': 2, 'Grillades': 2, 'Chinoise': 2, 'Bar': 2, 'Asiatique': 2, 'Thai': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Lombarde': 1, 'Italie_du_Nord': 1}",3.75,3.82,3.83,3.65,2.79,0.07,2.12
54922,Tiffany M,2016,21,10,None,None,france,"{'Francaise': 5, 'Japonaise': 2, 'Europeenne': 2, 'Chinoise': 2, 'Asiatique': 2, 'Turque': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Internationale': 1, 'Cafe': 1}",3.66,3.56,3.56,3.6,0.85,0.0,1.71
54924,Oli T,2017,154,58,35-49,H,france,"{'Francaise': 6, 'Steakhouse': 2, 'Grillades': 2, 'Europeenne': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Bar': 1}",3.45,3.57,3.77,3.39,1.36,0.0,2.04
54931,Isa_Fred_25,2017,24,17,None,None,france,"{'Francaise': 7, 'Europeenne': 6, 'Pizza': 3, 'Asiatique': 3, 'Sushi': 2, 'Suisse': 2, 'Japonaise': 2, 'Traiteur': 1, 'Thai': 1, 'Soupes': 1, 'Pub': 1, 'Italienne': 1, 'Brasserie_gastronomique': 1}",3.9,3.72,3.67,3.53,1.39,0.08,1.88
54932,37sebastienp,2014,68,37,None,None,france,"{'Francaise': 9, 'Europeenne': 4, 'Americaine': 2, 'Restauration_rapide': 1, 'Pub': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.16,3.8,3.96,3.7,2.0,0.0,1.92
54952,Belette H,2013,29,27,25-34,F,france,"{'Francaise': 5, 'Europeenne': 5, 'Pub': 1, 'Italienne': 1}",4.09,4.09,4.16,3.86,3.36,0.45,2.45
54955,Voyage801148,2018,17,14,None,None,france,"{'Francaise': 6, 'Europeenne': 5, 'Pub': 1, 'Italienne': 1, 'Belge': 1, 'Bar_a_bieres': 1}",4.18,3.28,3.2,2.98,2.2,0.2,2.0
55016,MURANO1FrancheComte,2010,38,33,35-49,H,None,"{'Francaise': 4, 'Europeenne': 4, 'Pub': 1}",3.96,3.96,4.12,3.77,2.69,0.23,2.69
55036,valentin68,2010,41,50,50-64,H,france,"{'Francaise': 11, 'Europeenne': 10, 'Pizza': 3, 'Italienne': 3, 'Saine': 2, 'Moderne': 2, 'Steakhouse': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Brasserie_gastronomique': 1}",3.97,4.09,4.12,3.72,2.52,0.09,2.26
55047,21mathiasg,2013,43,21,None,None,suisse,"{'Francaise': 6, 'Europeenne': 5, 'Suisse': 3, 'Restauration_rapide': 2, 'Asiatique': 2, 'Taiwanaise': 1, 'Pub': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",4.13,3.83,3.8,3.74,1.33,0.2,1.94
55048,secorod,2019,1,1,None,None,france,"{'Suisse': 1, 'Pub': 1, 'Francaise': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",3.0,2.5,3.0,3.0,0.0,0.0,2.0
55049,233olivierg,2016,2,1,None,None,suisse,"{'Suisse': 2, 'Pub': 2, 'Francaise': 2, 'Europeenne': 2, 'Cafe': 2, 'Bar': 2}",3.0,2.5,3.0,3.0,0.0,0.0,2.0
55050,teophilia,2020,2,1,None,None,None,"{'Suisse': 2, 'Francaise': 2, 'Pub': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",3.75,3.75,4.0,3.75,0.0,0.0,2.0
55051,JeromeG959,2012,4,3,None,None,suisse,"{'Suisse': 4, 'Francaise': 4, 'Europeenne': 4, 'Pub': 1, 'Italienne': 1, 'Cafe': 1, 'Bar': 1}",3.93,4.07,4.1,3.93,1.33,0.0,2.0
55052,juliens868,2015,3,2,None,None,suisse,"{'Suisse': 1, 'Pub': 1, 'Francaise': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",3.0,2.5,3.0,3.0,0.0,0.0,2.0
55053,saxvall80,2019,3,3,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Francaise': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",3.0,2.5,3.0,3.0,0.0,0.0,2.0
55054,Bruce J,2015,8,5,None,None,irlande,"{'Suisse': 1, 'Pub': 1, 'Francaise': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",3.0,2.5,3.0,3.0,0.0,0.0,2.0
55091,Pierrot-Leman,2019,57,28,None,None,suisse,"{'Europeenne': 9, 'Suisse': 5, 'Francaise': 5, 'Mediterraneenne': 3, 'Pub': 2, 'Libanaise': 2, 'Italienne': 2, 'Bar': 2, 'Pizza': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Arabe': 1}",4.25,4.3,4.31,4.16,2.85,0.06,1.98
55094,Lucette H,2019,5,3,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Mediterraneenne': 1, 'Mongole': 1, 'Italienne': 1, 'Francaise': 1, 'Asiatique': 1}",4.0,4.12,4.12,3.88,3.88,0.0,2.0
55097,Tappolino_S,2014,85,70,35-49,H,suisse,"{'Europeenne': 7, 'Suisse': 4, 'Francaise': 4, 'Italienne': 3, 'Asiatique': 3, 'Sushi': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Fusion': 2, 'Brasserie_gastronomique': 2, 'Vietnamienne': 1, 'Pizza': 1, 'Internationale': 1, 'Chinoise': 1}",4.09,4.18,4.03,3.74,2.97,0.34,2.11
55100,etoilevp,2014,145,50,None,None,france,"{'Suisse': 4, 'Europeenne': 4, 'Francaise': 2, 'Italienne': 1, 'Internationale': 1}",4.0,4.25,4.0,3.88,4.38,0.0,2.0
55101,Peter6658,2015,21,8,None,None,suisse,"{'Europeenne': 14, 'Italienne': 8, 'Francaise': 8, 'Mediterraneenne': 7, 'Suisse': 6, 'Pizza': 2, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Fujian': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Asiatique': 1}",4.02,4.19,4.06,3.8,3.79,0.08,2.0
55104,Rvouille,2016,17,13,None,None,None,"{'Europeenne': 9, 'Suisse': 8, 'Italienne': 4, 'Pub': 2, 'Mediterraneenne': 2, 'Francaise': 2, 'Thai': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",3.93,3.61,3.47,3.38,1.65,0.09,1.79
55105,mlbeaud,2016,15,9,None,None,suisse,"{'Europeenne': 4, 'Suisse': 3, 'Japonaise': 3, 'Asiatique': 3, 'Sushi': 2, 'Ethiopienne': 1, 'Bar': 1, 'Americaine': 1, 'Africaine': 1}",4.01,3.56,3.33,3.23,2.61,0.0,2.0
55109,OCEANofJOY,2014,6,3,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Italienne': 1, 'Francaise': 1}",4.0,4.25,4.0,3.75,4.25,0.0,2.0
55114,Septante,2011,83,75,None,None,None,"{'Europeenne': 7, 'Suisse': 4, 'Francaise': 4, 'Steakhouse': 2, 'Italienne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1}",4.08,4.21,4.0,3.65,4.15,0.15,2.15
55120,Freddy-singapour,2014,4,2,None,None,singapour,{},,,,,,,
55134,411olivierm,2014,7,5,None,None,suisse,"{'Francaise': 3, 'Europeenne': 3, 'Suisse': 2, 'Italienne': 2, 'Steakhouse': 1}",4.29,4.08,4.29,3.79,4.21,0.0,2.0
55149,PeterH4081,2012,3,3,None,None,None,"{'Suisse': 2, 'Italienne': 2, 'Francaise': 2, 'Europeenne': 2}",4.42,4.0,4.42,3.92,4.42,0.0,2.0
55155,F M,2016,19,14,None,None,suisse,"{'Suisse': 4, 'Italienne': 4, 'Europeenne': 4, 'Francaise': 3, 'Thai': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Internationale': 1, 'Grillades': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.14,4.18,4.06,3.9,2.58,0.0,1.84
55156,mg1981mg,2017,9,2,None,None,suisse,"{'Francaise': 3, 'Europeenne': 3, 'Suisse': 2, 'Italienne': 2, 'Asiatique': 2, 'Soupes': 1, 'Saine': 1, 'Peruvienne': 1, 'Latino': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Fusion': 1, 'Chinoise': 1, 'Cafe': 1, 'Americaine': 1}",4.12,4.03,3.92,3.67,2.03,0.0,2.17
55183,KimH5815,2017,5,2,None,None,None,"{'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Italienne': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Japonaise': 1}",4.12,4.33,4.33,4.17,2.29,0.0,1.76
55217,zitavskeho,2009,440,568,25-34,H,republique tcheque,"{'Suisse': 4, 'Europeenne': 4, 'Italienne': 3, 'Saine': 2, 'Francaise': 2, 'Europe_centrale': 1}",4.4,4.21,4.29,4.02,4.4,0.0,2.0
55225,linostory,2022,2,2,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55226,Tourist66051649420,2022,2,1,None,None,france,"{'Suisse': 2, 'Italienne': 2, 'Francaise': 2, 'Europeenne': 2}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55227,Elen D,2019,5,4,None,None,france,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55228,572meme,2021,1,1,None,None,france,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55229,ma_dousse,2019,7,6,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55230,Charly032,2011,39,29,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55231,EmilieFlanthey,2018,2,2,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55232,shkelz,2018,1,1,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55233,Yohann72170,2022,1,1,None,None,france,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55234,JPVM1,2017,9,8,None,None,france,"{'Italienne': 2, 'Suisse': 1, 'Pizza': 1, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Francaise': 1, 'Europeenne': 1, 'Campanie': 1}",4.42,4.42,4.42,4.33,4.0,0.0,2.0
55235,davidherminjard16,2018,1,1,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55236,Dreynard76,2015,5,5,None,None,None,"{'Suisse': 2, 'Francaise': 2, 'Europeenne': 2, 'Italienne': 1}",4.28,4.28,4.28,3.78,4.0,0.0,2.56
55237,carog801,2014,5,5,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55238,rsermier,2011,55,30,None,None,suisse,"{'Europeenne': 10, 'Italienne': 8, 'Suisse': 6, 'Francaise': 6, 'Mediterraneenne': 3, 'Pizza': 2, 'Steakhouse': 1, 'Europe_centrale': 1, 'Americaine': 1}",4.02,4.14,4.19,3.86,3.52,0.1,1.92
55239,Nath1932,2020,2,2,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Italienne': 1, 'Francaise': 1}",4.28,4.28,4.28,3.78,4.28,0.0,2.0
55240,Mcfly1970,2020,6,6,None,None,suisse,"{'Italienne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Latino': 1, 'Francaise': 1, 'Europeenne': 1, 'Argentine': 1}",3.77,3.77,4.0,3.5,1.95,0.0,2.0
55241,Johnlsne,2020,8,4,None,None,None,"{'Suisse': 3, 'Europeenne': 3, 'Italienne': 2, 'Grillades': 1, 'Francaise': 1}",4.45,2.18,2.36,2.27,0.73,0.0,1.09
55242,macbeaud,2017,8,6,None,None,suisse,"{'Suisse': 2, 'Francaise': 2, 'Italienne': 1, 'Europeenne': 1}",4.25,4.5,4.5,4.0,2.0,0.0,2.0
55243,jdupasquier,2015,2,6,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55244,Tantris98,2019,9,10,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55245,brancojorge,2019,2,2,None,None,None,"{'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Mediterraneenne': 1, 'Francaise': 1}",4.0,4.0,4.0,3.5,3.33,0.0,2.0
55246,Lugantrer8888,2019,3,4,None,None,france,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55247,Floventh,2007,14,8,None,None,suisse,"{'Europeenne': 12, 'Francaise': 11, 'Suisse': 4, 'Italienne': 2, 'Brasserie_gastronomique': 2, 'Europe_centrale': 1}",4.11,4.16,4.24,3.86,3.76,0.35,2.84
55248,vsvs23,2017,12,8,35-49,H,suisse,"{'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Italienne': 1}",4.36,2.57,2.57,2.39,1.43,0.0,2.0
55249,mhamdil,2018,6,5,None,None,None,"{'Traiteur': 1, 'Suisse': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Italienne': 1, 'Grillades': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.42,4.42,4.33,0.67,0.0,2.0
55250,morjg,2013,3,3,None,None,suisse,"{'Traiteur': 1, 'Suisse': 1, 'Perse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.25,4.25,4.25,3.75,2.0,0.0,2.0
55251,JoaTheo,2019,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55252,MELMEL8,2016,4,5,None,None,france,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55253,Fernando-37339,2019,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55254,Magouille79,2018,10,9,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Italienne': 2, 'Francaise': 2, 'Thai': 1, 'Sicilienne': 1, 'Romana': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Asiatique': 1}",3.79,3.92,3.79,3.29,1.67,0.0,2.0
55255,titanic153,2016,4,10,None,None,france,"{'Suisse': 3, 'Europeenne': 3, 'Francaise': 2, 'Italienne': 1, 'Bar': 1}",3.83,3.83,3.83,3.67,2.67,0.0,2.0
55256,Beni_5909,2014,2,3,50-64,H,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55257,Moikristina,2015,4,5,None,None,suisse,"{'Francaise': 4, 'Suisse': 3, 'Europeenne': 3, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1}",3.94,3.97,4.09,3.78,3.94,0.0,2.0
55258,Fablablabla,2018,2,2,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Italienne': 1, 'Francaise': 1}",3.8,3.8,3.8,3.5,2.4,0.0,2.0
55259,DeGeLaVo,2009,8,4,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Italienne': 2, 'Pizza': 1, 'Mediterraneenne': 1, 'Mongole': 1, 'Francaise': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.19,4.0,4.19,3.96,1.65,0.0,2.0
55260,Cathy2400,2013,2,2,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55261,Lambielolivier,2009,20,240,35-49,H,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55262,Voyage768931,2018,5,7,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55263,535jeannetteb,2016,8,6,None,None,suisse,"{'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Francaise': 1}",3.67,3.83,3.67,3.5,3.83,0.0,2.0
55264,orangerlyon1954,2018,7,8,None,None,france,"{'Suisse': 2, 'Francaise': 2, 'Europeenne': 2, 'Italienne': 1}",4.71,4.71,4.36,4.21,4.36,0.71,2.71
55265,floriand785,2016,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55266,alibabi2018,2018,2,2,None,None,suisse,"{'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Francaise': 1}",2.8,3.2,3.2,3.1,2.8,0.0,2.0
55267,FlorianG2134,2018,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55268,camzouz23,2015,24,75,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55269,magninjr,2018,2,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55270,NicoleCrtine,2017,1,1,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55271,nicolem7223,2017,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55272,Isalebasi,2009,4,2,None,None,None,"{'Suisse': 3, 'Italienne': 3, 'Francaise': 3, 'Europeenne': 3}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55273,SabrinaN1316,2017,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55274,JohanT1338,2016,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55275,Olivier-en-voyage,2011,45,31,None,None,None,"{'Europeenne': 3, 'Francaise': 2, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Allemande': 1}",4.22,4.22,4.33,4.08,3.22,0.0,2.0
55276,marionr498,2011,2,3,None,None,france,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55277,473isabelles,2016,1,2,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55278,PierrineP2,2016,1,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55279,celinemarie2016,2016,7,4,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Internationale': 1, 'Francaise': 1, 'Europeenne': 1, 'Americaine': 1}",4.22,4.22,4.22,3.94,2.22,0.0,2.0
55280,Stay674373,2016,1,1,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55281,Erika_Feher,2017,3,3,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55282,stephouille0203,2016,6,5,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55283,Ploumidislolotte,2016,4,3,None,None,france,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55284,Gring078,2009,9,31,None,None,suisse,"{'Francaise': 3, 'Suisse': 2, 'Europeenne': 2, 'Ethiopienne': 1, 'Steakhouse': 1, 'Latino': 1, 'Italienne': 1, 'Internationale': 1, 'Indienne': 1, 'Argentine': 1, 'Africaine': 1}",3.92,3.98,3.81,3.73,2.42,0.0,2.0
55285,Drine356,2016,3,1,None,None,suisse,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55286,TirsoH1,2016,2,1,None,None,None,"{'Suisse': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,4.0,0.0,2.0
55287,Gelly-Vs,2015,65,150,None,None,suisse,"{'Europeenne': 13, 'Suisse': 11, 'Francaise': 6, 'Mediterraneenne': 3, 'Internationale': 3, 'Europe_centrale': 3, 'Asiatique': 3, 'Italienne': 2, 'Ethiopienne': 1, 'Vietnamienne': 1, 'Thai': 1, 'Restauration_rapide': 1, 'Peruvienne': 1, 'Moderne': 1, 'Japonaise': 1, 'Indienne': 1, 'Grillades': 1, 'Grecque': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1, 'Africaine': 1}",4.18,4.31,4.18,4.04,3.04,0.0,1.95
55288,Kn0lly,2013,3,3,None,None,None,"{'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Italienne': 1}",4.28,4.28,4.28,4.06,4.56,0.0,2.0
55289,G8732VFcaroleb,2016,11,10,None,None,None,"{'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Mediterraneenne': 1, 'Francaise': 1}",4.25,4.25,4.25,4.0,4.0,0.0,2.0
55290,526samyb,2016,7,7,None,None,italie,"{'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Mexicaine': 1, 'Francaise': 1, 'Americaine': 1}",3.89,3.94,3.94,3.44,3.28,0.0,2.0
