,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
3226,Kali21ch,2014,9,3,None,None,suisse,"{'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.5,4.5,4.5,3.75,0.5,2.0
3229,618CatherineO,2012,74,143,35-49,F,suisse,"{'Francaise': 5, 'Europeenne': 5, 'Asiatique': 5, 'Japonaise': 3, 'Fusion': 2, 'Chinoise': 2, 'Suisse': 1, 'Steakhouse': 1, 'Mediterraneenne': 1, 'Internationale': 1}",4.23,4.34,4.39,3.85,3.04,0.33,2.43
3239,Loulou214,2012,18,138,None,None,suisse,"{'Francaise': 2, 'Europeenne': 2, 'Turque': 1, 'Pub': 1, 'Internationale': 1, 'Chinoise': 1, 'Canadienne': 1, 'Cafe': 1, 'Asiatique': 1, 'Americaine': 1}",4.23,3.77,3.81,3.5,3.0,0.38,2.54
3251,antoineD85,2013,61,37,None,None,suisse,"{'Europeenne': 7, 'Mediterraneenne': 4, 'Suisse': 3, 'Italienne': 3, 'Francaise': 3, 'Saine': 2, 'Pizza': 2, 'Moderne': 2, 'Asiatique': 2, 'Ethiopienne': 1, 'Vietnamienne': 1, 'Thai': 1, 'Peruvienne': 1, 'Libanaise': 1, 'Latino': 1, 'Japonaise': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Arabe': 1, 'Africaine': 1}",4.25,3.94,3.87,3.69,2.18,0.19,2.0
3255,NicoR402,2009,43,90,None,None,None,"{'Europeenne': 2, 'Asiatique': 2, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Fusion': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Chinoise': 1}",4.35,4.41,4.56,4.5,1.85,0.12,2.0
3259,VlAdvisor,2013,28,28,35-49,H,suisse,"{'Europeenne': 14, 'Suisse': 7, 'Francaise': 6, 'Pizza': 4, 'Italienne': 4, 'Mediterraneenne': 2, 'Europe_centrale': 2, 'Asiatique': 2, 'Portugaise': 1, 'Nepalaise': 1, 'Grillades': 1, 'Grecque': 1, 'Diner': 1, 'Chinoise': 1, 'Cafe': 1, 'Americaine': 1}",3.86,4.02,4.01,3.94,2.31,0.0,1.8
3282,FannyGui,2009,29,18,None,None,suisse,"{'Europeenne': 6, 'Asiatique': 5, 'Francaise': 4, 'Japonaise': 3, 'Thai': 2, 'Sushi': 2, 'Mediterraneenne': 2, 'Moderne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Pizza': 1, 'Italienne': 1, 'Internationale': 1, 'Indonesienne': 1, 'Indienne': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",3.87,4.09,3.96,3.74,3.02,0.0,2.07
3301,SamirM1521,2017,3,2,None,None,None,"{'Asiatique': 2, 'Sushi': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Francaise': 1, 'Chinoise': 1, 'Cafe': 1}",3.67,3.83,3.67,3.83,3.17,0.0,1.67
3307,CecilePerc,2013,26,28,25-34,F,france,"{'Francaise': 5, 'Europeenne': 4, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Sushi': 1, 'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Bar': 1}",3.95,4.01,4.07,3.95,2.59,0.14,2.0
3319,mele2ch,2016,21,17,35-49,F,france,"{'Italienne': 2, 'Asiatique': 2, 'Sushi': 1, 'Pizza': 1, 'Japonaise': 1, 'Europeenne': 1, 'Chinoise': 1}",3.77,3.9,4.03,3.63,1.67,0.0,2.27
3324,Jean_tr2,2016,4,4,None,None,None,"{'Asiatique': 2, 'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1}",3.5,3.5,3.5,3.5,3.0,0.0,2.0
3333,yodan1234,2016,12,6,None,None,france,"{'Francaise': 4, 'Europeenne': 3, 'Sushi': 2, 'Japonaise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Suisse': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar': 1}",3.61,3.83,3.67,3.55,1.75,0.12,1.78
3342,StephNuAl,2016,19,8,None,None,suisse,"{'Asiatique': 4, 'Sushi': 3, 'Japonaise': 3, 'Restauration_rapide': 1, 'Chinoise': 1}",3.71,3.96,3.96,3.64,3.04,0.0,2.0
3343,Di B,2015,108,64,50-64,H,suisse,"{'Francaise': 11, 'Europeenne': 11, 'Suisse': 5, 'Asiatique': 5, 'Thai': 2, 'Japonaise': 2, 'Europe_centrale': 2, 'Chinoise': 2, 'Sushi': 1, 'Saine': 1, 'Pub': 1, 'Italienne': 1, 'Indienne': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1}",3.96,4.22,4.04,3.82,3.14,0.06,2.22
3375,capsule03,2015,28,24,None,None,suisse,"{'Europeenne': 12, 'Francaise': 9, 'Italienne': 7, 'Mediterraneenne': 5, 'Pizza': 3, 'Suisse': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Libanaise': 1, 'Internationale': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.1,4.15,4.11,4.06,2.45,0.0,1.95
3396,legenevoisgourmand,2016,5,5,None,None,suisse,"{'Restauration_rapide': 1, 'Chinoise': 1, 'Asiatique': 1}",3.58,4.08,3.83,4.0,4.83,0.0,2.0
3399,Laillongok,2015,29,24,None,None,suisse,"{'Restauration_rapide': 2, 'Mediterraneenne': 2, 'Pizza': 1, 'Libanaise': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.4,4.45,4.32,4.35,3.98,0.0,1.95
3400,Nanou7976,2012,61,26,None,None,suisse,"{'Europeenne': 11, 'Francaise': 7, 'Suisse': 5, 'Mediterraneenne': 4, 'Asiatique': 3, 'Americaine': 3, 'Restauration_rapide': 2, 'Italienne': 2, 'Europe_centrale': 2, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1, 'Peruvienne': 1, 'Perse': 1, 'Latino': 1, 'Japonaise': 1, 'Internationale': 1, 'Grillades': 1, 'Grecque': 1, 'Chinoise': 1, 'Cafe': 1, 'Belge': 1, 'Bar_a_bieres': 1, 'Afghane': 1}",4.16,3.81,3.59,3.51,1.76,0.0,2.0
3401,KarineJ798,2012,117,43,25-34,F,None,"{'Europeenne': 45, 'Italienne': 23, 'Suisse': 22, 'Francaise': 19, 'Pizza': 17, 'Mediterraneenne': 11, 'Americaine': 6, 'Italie_du_Sud': 5, 'Asiatique': 5, 'Steakhouse': 4, 'Restauration_rapide': 4, 'Chinoise': 4, 'Napolitaine': 3, 'Mexicaine': 3, 'Italie_du_Centre': 3, 'Europe_centrale': 3, 'Campanie': 3, 'Cafe': 3, 'Toscane': 2, 'Sushi': 2, 'Sicilienne': 2, 'Internationale': 2, 'Grillades': 2, 'Espagnole': 2, 'Bar': 2, 'Turque': 1, 'Saine': 1, 'Romana': 1, 'Pub': 1, 'Moderne': 1, 'Lombarde': 1, 'Latium': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Amerique_centrale': 1}",3.87,4.01,3.92,3.64,2.78,0.06,2.06
3405,sayatama,2010,128,68,25-34,F,None,"{'Asiatique': 3, 'Italienne': 2, 'Indienne': 2, 'Chinoise': 2, 'Restauration_rapide': 1, 'Perse': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",3.74,4.05,3.94,3.76,3.32,0.0,2.0
3414,sebcat2017,2017,77,49,None,None,suisse,"{'Europeenne': 21, 'Francaise': 18, 'Suisse': 14, 'Italienne': 8, 'Pizza': 3, 'Mediterraneenne': 3, 'Grillades': 2, 'Brasserie_gastronomique': 2, 'Soupes': 1, 'Russe': 1, 'Pub': 1, 'Moderne': 1, 'Libanaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",4.1,4.11,4.11,3.86,1.9,0.1,2.17
3415,domcamp972,2012,99,58,50-64,H,None,"{'Francaise': 24, 'Europeenne': 23, 'Suisse': 13, 'Asiatique': 7, 'Indienne': 5, 'Thai': 4, 'Japonaise': 4, 'Chinoise': 4, 'Sushi': 3, 'Pakistanaise': 3, 'Mediterraneenne': 3, 'Italienne': 3, 'Internationale': 3, 'Vietnamienne': 2, 'Steakhouse': 2, 'Italie_du_Sud': 2, 'Ethiopienne': 1, 'Turque': 1, 'Toscane': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Napolitaine': 1, 'Moderne': 1, 'Libanaise': 1, 'Italie_du_Centre': 1, 'Espagnole': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Africaine': 1}",3.99,4.05,3.98,3.75,2.02,0.07,2.04
3423,295francoisl,2015,49,26,35-49,H,suisse,"{'Europeenne': 12, 'Mediterraneenne': 7, 'Italienne': 7, 'Pizza': 5, 'Francaise': 5, 'Thai': 2, 'Suisse': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Turque': 1, 'Restauration_rapide': 1, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Espagnole': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1}",3.81,3.97,3.8,3.69,3.21,0.0,1.89
3425,mirko c,2010,58,135,25-34,H,suisse,"{'Europeenne': 8, 'Suisse': 5, 'Francaise': 4, 'Pizza': 3, 'Italienne': 3, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.86,3.9,3.83,3.54,2.8,0.0,1.86
3431,Eric O,2016,22,16,None,None,None,"{'Suisse': 7, 'Europeenne': 7, 'Francaise': 6, 'Mediterraneenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.26,4.45,4.58,4.39,1.15,0.14,2.14
3436,Curious494901,2013,21,14,None,None,suisse,"{'Europeenne': 6, 'Italienne': 5, 'Francaise': 4, 'Pizza': 3, 'Mediterraneenne': 3, 'Suisse': 2, 'Chinoise': 2, 'Asiatique': 2, 'Toscane': 1, 'Sicilienne': 1, 'Romana': 1, 'Napolitaine': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1}",4.14,4.19,4.38,4.03,2.18,0.0,2.0
3440,Nophone,2012,48,35,35-49,H,None,"{'Europeenne': 5, 'Suisse': 4, 'Italienne': 2, 'Francaise': 2, 'Saine': 1, 'Portugaise': 1, 'Pizza': 1, 'Internationale': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1, 'Africaine': 1}",3.97,4.35,3.89,3.97,2.68,0.09,2.0
3457,Werner DCanton of ,2014,136,95,50-64,H,suisse,"{'Suisse': 8, 'Europeenne': 8, 'Italienne': 3, 'Europe_centrale': 3, 'Italie_du_Sud': 2, 'Pub': 1, 'Pizza': 1, 'Diner': 1, 'Brasserie_gastronomique': 1}",4.02,1.89,1.86,1.9,0.0,0.0,1.48
3496,apophys,2007,73,81,35-49,H,suisse,"{'Europeenne': 13, 'Suisse': 10, 'Italienne': 6, 'Pizza': 4, 'Francaise': 4, 'Asiatique': 3, 'Mediterraneenne': 2, 'Vietnamienne': 1, 'Thai': 1, 'Sushi': 1, 'Moderne': 1, 'Japonaise': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",3.99,3.48,3.32,3.37,1.42,0.05,1.81
3528,MarkusKl,2008,94,182,None,None,None,"{'Europeenne': 9, 'Suisse': 6, 'Asiatique': 5, 'Thai': 3, 'Mediterraneenne': 3, 'Italienne': 3, 'Sicilienne': 2, 'Italie_du_Sud': 2, 'Chinoise': 2, 'Vietnamienne': 1, 'Toscane': 1, 'Soupes': 1, 'Saine': 1, 'Pizza': 1, 'Napolitaine': 1, 'Lombarde': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Cafe': 1, 'Bar_a_bieres': 1}",4.2,3.66,3.62,3.52,2.31,0.07,2.0
3537,Flupe1964,2016,38,17,50-64,H,suisse,"{'Europeenne': 15, 'Suisse': 12, 'Italienne': 6, 'Pizza': 5, 'Francaise': 5, 'Mediterraneenne': 4, 'Asiatique': 3, 'Chinoise': 2, 'Bar': 2, 'Vietnamienne': 1, 'Thai': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Malaisienne': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Cafe': 1}",4.06,3.92,3.92,3.69,2.57,0.0,2.05
3539,NathalieR7,2010,224,364,35-49,F,suisse,"{'Europeenne': 53, 'Suisse': 42, 'Italienne': 22, 'Francaise': 22, 'Mediterraneenne': 18, 'Pizza': 14, 'Europe_centrale': 9, 'Asiatique': 5, 'Internationale': 4, 'Bar': 4, 'Americaine': 4, 'Japonaise': 3, 'Grillades': 3, 'Cafe': 3, 'Sushi': 2, 'Saine': 2, 'Moderne': 2, 'Italie_du_Centre': 2, 'Chinoise': 2, 'Bar_a_bieres': 2, 'Thai': 1, 'Soupes': 1, 'Romana': 1, 'Pub': 1, 'Lombarde': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Amerique_centrale': 1}",3.94,3.91,3.83,3.65,2.58,0.0,1.96
3572,michaeleJ3895IB,2015,66,33,None,None,suisse,"{'Europeenne': 9, 'Suisse': 7, 'Francaise': 6, 'Americaine': 4, 'Mediterraneenne': 3, 'Moderne': 3, 'Italienne': 3, 'Thai': 2, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Mexicaine': 1, 'Latino': 1, 'Japonaise': 1, 'Internationale': 1, 'Indonesienne': 1, 'Espagnole': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Bar': 1}",4.07,4.24,4.05,3.92,2.92,0.14,1.93
3583,Carine_M2000,2016,60,27,None,None,suisse,"{'Europeenne': 9, 'Suisse': 6, 'Francaise': 6, 'Italienne': 4, 'Traiteur': 3, 'Turque': 2, 'Thai': 2, 'Restauration_rapide': 2, 'Bar': 2, 'Asiatique': 2, 'Sushi': 1, 'Saine': 1, 'Pizza': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Bar_a_vins': 1, 'Americaine': 1}",3.92,3.59,3.38,3.38,2.24,0.0,1.58
3587,silky882017,2015,78,46,None,None,suisse,"{'Europeenne': 6, 'Pizza': 3, 'Italienne': 3, 'Francaise': 3, 'Vietnamienne': 2, 'Suisse': 2, 'Mediterraneenne': 2, 'Asiatique': 2, 'Thai': 1, 'Soupes': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Peruvienne': 1, 'Perse': 1, 'Pakistanaise': 1, 'Japonaise': 1, 'Indienne': 1, 'Fusion': 1, 'Chinoise': 1, 'Americaine': 1}",3.8,3.5,3.35,3.2,2.6,0.0,1.94
3605,mags419,2010,60,46,None,None,suisse,"{'Thai': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Internationale': 1, 'Grillades': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Chinoise': 1}",4.19,2.94,3.09,2.84,0.0,0.0,2.0
3623,netasbedonpeds,2017,96,54,None,None,None,"{'Europeenne': 46, 'Suisse': 26, 'Francaise': 26, 'Italienne': 16, 'Pizza': 10, 'Asiatique': 10, 'Mediterraneenne': 8, 'Europe_centrale': 6, 'Thai': 5, 'Sushi': 4, 'Japonaise': 4, 'Internationale': 4, 'Diner': 3, 'Steakhouse': 2, 'Marocaine': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Grillades': 2, 'Chinoise': 2, 'Cafe': 2, 'Brasserie_gastronomique': 2, 'Bar': 2, 'Toscane': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Libanaise': 1, 'Indienne': 1, 'Fusion': 1}",4.26,3.78,3.74,3.58,1.76,0.12,2.09
3633,StephaneHuonderVD,2017,18,2,35-49,H,suisse,"{'Europeenne': 8, 'Suisse': 4, 'Pub': 3, 'Mediterraneenne': 3, 'Italienne': 3, 'Bar_a_vins': 3, 'Bar': 3, 'Asiatique': 3, 'Moderne': 2, 'Chinoise': 2, 'Vietnamienne': 1, 'Turque': 1, 'Traiteur': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Indienne': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",4.31,3.0,2.93,2.81,1.23,0.0,1.73
3634,Dan I,2015,187,103,50-64,H,suisse,"{'Europeenne': 85, 'Suisse': 68, 'Francaise': 43, 'Italienne': 32, 'Mediterraneenne': 19, 'Pizza': 14, 'Europe_centrale': 9, 'Chinoise': 9, 'Asiatique': 8, 'Internationale': 7, 'Bar': 5, 'Sushi': 4, 'Japonaise': 4, 'Grillades': 4, 'Saine': 3, 'Moderne': 3, 'Thai': 2, 'Steakhouse': 2, 'Pub': 2, 'Italie_du_Nord': 2, 'Cafe': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Toscane': 1, 'Soupes': 1, 'Sicilienne': 1, 'Lombarde': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Indienne': 1, 'Espagnole': 1, 'Brasserie_gastronomique': 1, 'Argentine': 1}",3.97,3.93,3.86,3.63,2.53,0.07,2.06
3676,Juan Carlos L,2017,5,4,None,None,None,"{'Sushi': 1, 'Suisse': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.75,4.5,4.75,4.5,0.0,0.0,2.0
3685,Kart UTallinn,2015,72,29,None,None,None,"{'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Europeenne': 2, 'Sushi': 1, 'Japonaise': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",3.33,2.79,2.79,2.79,1.17,0.0,1.75
3697,jli156,2018,29,16,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Vietnamienne': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.29,2.76,3.0,2.94,1.03,0.0,0.76
3728,Denise-gourmande,2015,242,125,None,None,suisse,"{'Europeenne': 74, 'Suisse': 51, 'Francaise': 46, 'Italienne': 25, 'Mediterraneenne': 17, 'Asiatique': 15, 'Chinoise': 11, 'Pizza': 10, 'Europe_centrale': 7, 'Saine': 5, 'Internationale': 5, 'Steakhouse': 4, 'Lombarde': 3, 'Italie_du_Nord': 3, 'Cafe': 3, 'Vietnamienne': 2, 'Thai': 2, 'Sushi': 2, 'Portugaise': 2, 'Moderne': 2, 'Japonaise': 2, 'Bar_a_vins': 2, 'Bar': 2, 'Toscane': 1, 'Soupes': 1, 'Sicilienne': 1, 'Restauration_rapide': 1, 'Peruvienne': 1, 'Pub': 1, 'Latino': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Fusion': 1, 'Diner': 1, 'Brasserie_gastronomique': 1, 'Autrichienne': 1}",4.06,4.03,3.96,3.64,2.9,0.15,2.19
3729,Pataswiss,2013,82,59,25-34,F,suisse,"{'Suisse': 4, 'Europeenne': 4, 'Europe_centrale': 4, 'Sushi': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Asiatique': 2, 'Turque': 1, 'Thai': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Italienne': 1, 'Indienne': 1, 'Fusion': 1, 'Chinoise': 1}",4.07,4.03,4.16,3.93,1.78,0.11,1.97
3750,Paul B,2012,115,68,65+,H,australie,"{'Suisse': 4, 'Europeenne': 4, 'Europe_centrale': 4}",4.24,4.24,4.37,3.87,4.0,0.0,2.26
3763,Zoe_Ming_22,2017,25,42,65+,F,suisse,"{'Suisse': 4, 'Europeenne': 4, 'Cafe': 2, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.81,4.03,3.72,3.71,2.19,0.0,2.0
3768,francoise1963,2015,76,41,None,None,suisse,"{'Francaise': 7, 'Europeenne': 7, 'Suisse': 4, 'Indienne': 2, 'Asiatique': 2, 'Ethiopienne': 1, 'Sushi': 1, 'Steakhouse': 1, 'Moderne': 1, 'Japonaise': 1, 'Grillades': 1, 'Chinoise': 1, 'Americaine': 1, 'Africaine': 1}",3.94,3.77,3.71,3.65,2.0,0.0,1.97
3777,PriscilleBole,2012,30,486,None,None,suisse,"{'Europeenne': 6, 'Suisse': 4, 'Pizza': 2, 'Italienne': 2, 'Vietnamienne': 1, 'Thai': 1, 'Mediterraneenne': 1, 'Grecque': 1, 'Francaise': 1, 'Cafe': 1, 'Asiatique': 1}",4.07,4.07,3.93,3.83,1.71,0.0,2.13
3778,F220UZalessandroc,2015,213,87,None,None,suisse,"{'Europeenne': 38, 'Francaise': 24, 'Suisse': 21, 'Italienne': 10, 'Pizza': 7, 'Mediterraneenne': 7, 'Bar': 6, 'Japonaise': 4, 'Asiatique': 4, 'Saine': 3, 'Fusion': 3, 'Brasserie_gastronomique': 3, 'Turque': 2, 'Thai': 2, 'Sushi': 2, 'Restauration_rapide': 2, 'Pub': 2, 'Ethiopienne': 1, 'Steakhouse': 1, 'Portugaise': 1, 'Mexicaine': 1, 'Latino': 1, 'Irlandaise': 1, 'Internationale': 1, 'Indienne': 1, 'Cafe': 1, 'Britannique': 1, 'Americaine': 1, 'Africaine': 1}",3.95,3.93,3.82,3.68,2.7,0.06,1.92
3781,Sapsford R,2012,115,65,65+,H,suisse,"{'Europeenne': 18, 'Suisse': 14, 'Francaise': 14, 'Mediterraneenne': 3, 'Thai': 2, 'Indienne': 2, 'Sushi': 1, 'Saine': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Asiatique': 1}",4.11,4.25,4.05,3.92,2.55,0.11,2.25
3783,Okda2013,2013,112,69,None,None,suisse,"{'Europeenne': 33, 'Suisse': 24, 'Francaise': 23, 'Italienne': 6, 'Mediterraneenne': 3, 'Europe_centrale': 3, 'Saine': 2, 'Pizza': 2, 'Internationale': 2, 'Chinoise': 2, 'Cafe': 2, 'Brasserie_gastronomique': 2, 'Bar': 2, 'Asiatique': 2, 'Traiteur': 1, 'Thai': 1, 'Steakhouse': 1, 'Moderne': 1, 'Grillades': 1, 'Americaine': 1}",4.01,4.07,3.91,3.8,2.38,0.05,1.94
3832,625c_drics,2012,6,8,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Sushi': 1, 'Pizza': 1, 'Japonaise': 1, 'Francaise': 1, 'Asiatique': 1}",3.62,3.62,3.42,3.31,2.15,0.23,2.0
3833,AckermannA2,2016,42,21,None,None,None,"{'Europeenne': 25, 'Suisse': 20, 'Francaise': 16, 'Pizza': 9, 'Italienne': 7, 'Mediterraneenne': 4, 'Grillades': 4, 'Asiatique': 4, 'Thai': 3, 'Steakhouse': 2, 'Canadienne': 2, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",3.83,3.45,3.35,3.25,1.42,0.03,1.76
3843,700laetitiah,2016,32,22,None,None,suisse,"{'Europeenne': 8, 'Suisse': 4, 'Francaise': 4, 'Italienne': 2, 'Asiatique': 2, 'Traiteur': 1, 'Sushi': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Internationale': 1, 'Indienne': 1}",3.88,3.93,3.9,3.48,1.89,0.27,2.27
3847,sylviemujic,2016,56,26,None,None,suisse,"{'Europeenne': 16, 'Suisse': 9, 'Francaise': 8, 'Asiatique': 7, 'Japonaise': 4, 'Internationale': 4, 'Thai': 3, 'Sushi': 3, 'Pub': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Indienne': 2, 'Bar': 2, 'Turque': 1, 'Saine': 1, 'Pizza': 1, 'Grillades': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",4.0,3.93,3.75,3.59,2.64,0.06,2.09
3849,CorneliaL304,2016,9,10,None,None,suisse,"{'Suisse': 3, 'Europeenne': 3, 'Vietnamienne': 1, 'Indienne': 1, 'Francaise': 1, 'Asiatique': 1}",4.42,4.42,4.69,4.33,0.58,0.17,2.0
3851,Gerda L,2018,71,40,50-64,F,suisse,"{'Suisse': 23, 'Europeenne': 23, 'Francaise': 11, 'Pizza': 5, 'Italienne': 5, 'Grillades': 3, 'Bar_a_vins': 3, 'Traiteur': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Portugaise': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Diner': 1, 'Chinoise': 1, 'Cafe': 1, 'Americaine': 1}",4.03,4.14,4.07,3.93,1.62,0.04,1.96
3854,GcommeGourmande,2011,123,55,None,None,suisse,"{'Europeenne': 41, 'Suisse': 34, 'Francaise': 22, 'Italienne': 15, 'Mediterraneenne': 9, 'Europe_centrale': 9, 'Pizza': 8, 'Asiatique': 6, 'Japonaise': 5, 'Saine': 3, 'Italie_du_Nord': 3, 'Internationale': 3, 'Brasserie_gastronomique': 3, 'Traiteur': 2, 'Sushi': 2, 'Steakhouse': 2, 'Pub': 2, 'Polynesienne': 2, 'Moderne': 2, 'Lombarde': 2, 'Libanaise': 2, 'Latino': 2, 'Hawaienne': 2, 'Chinoise': 2, 'Bar_a_vins': 2, 'Turque': 1, 'Thai': 1, 'Sri_lankaise': 1, 'Peruvienne': 1, 'Indienne': 1, 'Grillades': 1, 'Espagnole': 1, 'Cafe': 1, 'Bresilienne': 1, 'Bar': 1, 'Arabe': 1}",4.16,4.0,3.88,3.71,2.99,0.07,2.02
3856,418bertrandg,2016,96,56,None,None,france,"{'Europeenne': 11, 'Francaise': 7, 'Italienne': 6, 'Suisse': 5, 'Mediterraneenne': 5, 'Romana': 2, 'Latium': 2, 'Italie_du_Centre': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Portugaise': 1, 'Pizza': 1, 'Grillades': 1}",4.18,4.28,4.19,3.97,1.81,0.19,2.25
3857,Chadna74,2017,82,363,None,None,suisse,"{'Europeenne': 34, 'Suisse': 26, 'Francaise': 23, 'Asiatique': 10, 'Japonaise': 9, 'Sushi': 7, 'Italienne': 4, 'Bar': 3, 'Steakhouse': 2, 'Mediterraneenne': 2, 'Indienne': 2, 'Europe_centrale': 2, 'Chinoise': 2, 'Brasserie_gastronomique': 2, 'Ethiopienne': 1, 'Pizza': 1, 'Africaine': 1}",4.12,4.05,4.04,3.71,2.82,0.09,2.23
