,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
16040,lothwins,2008,256,440,None,None,suisse,"{'Europeenne': 13, 'Suisse': 10, 'Asiatique': 9, 'Japonaise': 6, 'Francaise': 6, 'Europe_centrale': 5, 'Soupes': 3, 'Peruvienne': 2, 'Moderne': 2, 'Latino': 2, 'Grillades': 2, 'Chinoise': 2, 'Ethiopienne': 1, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Portugaise': 1, 'Internationale': 1, 'Africaine': 1}",4.27,4.17,4.07,3.89,1.9,0.17,2.15
16102,909mingz,2016,108,45,None,None,None,"{'Mediterraneenne': 2, 'Lombarde': 2, 'Italienne': 2, 'Italie_du_Nord': 2, 'Suisse': 1, 'Saine': 1, 'Pizza': 1, 'Internationale': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.35,4.35,4.35,4.0,4.0,0.0,2.0
16106,nadias520,2012,90,40,None,None,suisse,"{'Europeenne': 12, 'Suisse': 11, 'Francaise': 10, 'Italienne': 4, 'Asiatique': 3, 'Mediterraneenne': 2, 'Japonaise': 2, 'Brasserie_gastronomique': 2, 'Steakhouse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Americaine': 1}",4.26,4.29,4.21,4.02,2.37,0.16,2.12
16121,ThierryE117,2016,12,11,25-34,H,suisse,"{'Suisse': 3, 'Europeenne': 3, 'Mediterraneenne': 2, 'Saine': 1, 'Italienne': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Catalane': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.5,3.5,3.5,3.2,1.8,0.0,1.6
16135,"Gill CDouglas, ",2014,85,46,50-64,F,royaume-uni,"{'Suisse': 1, 'Saine': 1, 'Moderne': 1, 'Internationale': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Diner': 1}",4.5,4.5,5.0,4.5,0.0,0.0,2.0
16141,mare75joh,2018,6,4,None,None,slovaquie,"{'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1}",4.5,4.5,4.5,4.5,4.5,0.0,2.0
16144,PrueTravels,2018,10,9,None,None,australie,"{'Saine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Internationale': 1, 'Europeenne': 1}",3.94,4.22,3.94,3.94,2.0,0.0,2.0
16148,Michael G,2011,137,327,50-64,H,canada,"{'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1}",4.5,4.5,4.5,4.5,4.5,0.0,2.0
16152,svenvaeth,2015,100,61,35-49,None,suisse,"{'Europeenne': 4, 'Suisse': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Europe_centrale': 2, 'Sushi': 1, 'Diner': 1, 'Cafe': 1, 'Autrichienne': 1, 'Autochtone': 1, 'Asiatique': 1, 'Allemande': 1}",4.52,2.88,2.71,2.64,2.78,0.0,1.83
16182,lardon-cotelette,2020,7,6,None,None,suisse,"{'Europeenne': 3, 'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europe_centrale': 1}",4.33,4.33,4.5,4.0,4.33,0.0,2.67
16190,Ciotinelli,2011,260,135,50-64,H,pakistan,"{'Europeenne': 16, 'Mediterraneenne': 13, 'Italienne': 13, 'Suisse': 11, 'Pizza': 8, 'Lombarde': 6, 'Italie_du_Nord': 6, 'Europe_centrale': 5, 'Soupes': 2, 'Saine': 2, 'Cafe': 2, 'Sushi': 1, 'Japonaise': 1, 'Grillades': 1, 'Diner': 1, 'Bar_a_vins': 1, 'Autrichienne': 1, 'Asiatique': 1}",4.12,3.64,3.63,3.42,2.43,0.0,1.99
16198,Michaellewise,2015,217,47,None,None,None,"{'Suisse': 3, 'Europeenne': 3, 'Europe_centrale': 3, 'Thai': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Israelienne': 1, 'Indienne': 1, 'Asiatique': 1}",4.36,4.36,4.28,3.86,4.28,0.56,2.56
16265,405ericg,2011,205,297,50-64,H,france,"{'Francaise': 3, 'Europeenne': 3, 'Saine': 2, 'Suisse': 1, 'Europe_centrale': 1}",4.03,4.0,4.21,3.68,3.37,0.42,2.21
16296,johnliu123,2015,10,9,None,None,chine,"{'Suisse': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.0,4.5,4.5,4.5,4.0,0.0,2.0
16315,cosybabesgiussano,2007,441,212,None,None,None,"{'Italienne': 12, 'Lombarde': 8, 'Italie_du_Nord': 8, 'Mediterraneenne': 6, 'Europeenne': 5, 'Internationale': 3, 'Pizza': 2, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Moderne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Bar': 1, 'Autrichienne': 1, 'Asiatique': 1, 'Allemande': 1}",4.36,4.27,4.28,4.12,3.48,0.06,2.0
16349,sdm0910,2010,144,257,65+,H,australie,"{'Mediterraneenne': 3, 'Suisse': 2, 'Europeenne': 2, 'Saine': 1, 'Italienne': 1, 'Internationale': 1, 'Espagnole': 1, 'Catalane': 1}",4.05,4.05,4.05,4.05,1.64,0.0,1.64
16357,DayTrip415974,2012,16,8,None,None,suisse,"{'Europeenne': 7, 'Italienne': 5, 'Pizza': 4, 'Mediterraneenne': 3, 'Suisse': 2, 'Vietnamienne': 1, 'Saine': 1, 'Indienne': 1, 'Fusion': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Bar': 1, 'Asiatique': 1}",4.22,3.42,3.32,3.21,1.25,0.0,1.62
16363,karimismo,2015,44,26,None,None,france,"{'Italienne': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Europeenne': 2, 'Turque': 1, 'Saine': 1, 'Indienne': 1}",4.33,2.83,2.76,2.59,1.93,0.0,1.44
16377,koljaR1971,2015,35,18,None,None,suisse,"{'Suisse': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Europeenne': 2, 'Toscane': 1, 'Thai': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Moderne': 1, 'Italie_du_Centre': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Asiatique': 1, 'Americaine': 1}",4.5,4.35,4.27,3.85,1.65,0.0,2.0
16397,maggiedino,2012,330,98,35-49,F,irlande,"{'Suisse': 2, 'Europeenne': 2, 'Europe_centrale': 1, 'Cafe': 1, 'Asiatique': 1}",3.97,4.12,3.97,3.85,3.15,0.0,1.76
16446,mbisch,2012,33,18,None,None,suisse,{},,,,,,,
16458,Anthea002,2011,41,26,None,None,suisse,"{'Suisse': 4, 'Europeenne': 2, 'Saine': 1, 'Mediterraneenne': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Catalane': 1, 'Cafe': 1}",4.02,4.1,4.19,3.9,4.02,0.24,1.76
16467,MDing92,2016,24,13,None,None,suisse,"{'Europeenne': 12, 'Suisse': 9, 'Italienne': 3, 'Steakhouse': 2, 'Pizza': 2, 'Japonaise': 2, 'Francaise': 2, 'Europe_centrale': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Mediterraneenne': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar': 1, 'Americaine': 1}",4.04,4.2,4.03,3.93,2.47,0.07,1.95
16470,920joachimf,2017,47,26,None,None,allemagne,"{'Suisse': 1, 'Internationale': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.5,4.5,4.5,4.0,4.0,0.0,2.0
16481,Urs-Bob_CHKlosters ,2009,77,946,35-49,H,suisse,"{'Europeenne': 8, 'Suisse': 7, 'Internationale': 3, 'Saine': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Moderne': 1, 'Europe_centrale': 1, 'Diner': 1}",4.13,3.32,3.46,3.26,1.32,0.0,1.58
16493,PavelHa,2009,46,59,None,None,suisse,"{'Suisse': 4, 'Europeenne': 4, 'Europe_centrale': 2, 'Steakhouse': 1, 'Saine': 1, 'Cafe': 1, 'Asiatique': 1}",4.39,3.61,3.63,3.5,2.5,0.0,1.87
16509,Tiio,2009,38,162,25-34,F,suisse,"{'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1}",4.0,4.0,4.0,4.0,3.5,0.0,2.0
16543,Charles U,2010,225,87,65+,H,france,"{'Suisse': 4, 'Europeenne': 4, 'Soupes': 1, 'Saine': 1, 'Italienne': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Bar_a_vins': 1}",4.29,4.19,4.29,4.0,1.69,0.0,1.81
16563,Marilyn F,2011,137,40,None,None,None,"{'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Grillades': 1, 'Europeenne': 1, 'Cafe': 1}",4.25,4.25,4.25,3.75,4.25,0.0,2.0
16575,920joachimf,2017,47,26,None,None,allemagne,"{'Suisse': 2, 'Europeenne': 2, 'Soupes': 1, 'Saine': 1}",4.67,3.17,3.17,3.0,0.0,0.0,1.0
16590,Astilbe_ArendsiiConnecticut,2010,82,272,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Saine': 1, 'Moderne': 1, 'Internationale': 1, 'Fusion': 1, 'Francaise': 1, 'Europe_centrale': 1}",4.23,4.36,4.41,4.05,4.36,0.36,2.73
16595,"Caroline HReading, ",2013,17,11,None,None,royaume-uni,"{'Europeenne': 3, 'Suisse': 1, 'Saine': 1, 'Internationale': 1, 'Fusion': 1, 'Cafe': 1, 'Bar': 1}",4.38,4.38,4.58,4.08,2.88,0.0,2.42
16609,Digregori,2012,17,22,None,None,emirats arabes unis,"{'Mediterraneenne': 2, 'Italienne': 2, 'Saine': 1, 'Pizza': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Europeenne': 1}",4.0,4.0,4.25,4.0,4.25,0.0,2.0
16633,juergfrombernBern,2009,73,168,None,None,None,"{'Europeenne': 4, 'Suisse': 2, 'Sushi': 1, 'Saine': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Asiatique': 1}",4.22,4.22,4.43,3.93,3.24,0.0,2.0
16662,koljaR1971,2015,36,11,None,None,suisse,"{'Suisse': 1, 'Internationale': 1, 'Europe_centrale': 1}",4.5,4.5,4.5,4.0,0.0,0.0,2.0
16664,bytosx,2015,166,69,None,None,suisse,"{'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Internationale': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.22,4.22,4.22,3.72,2.22,0.0,2.0
16668,SCM-FL,2008,315,178,25-34,H,liechtenstein,"{'Europeenne': 4, 'Suisse': 3, 'Europe_centrale': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Turque': 1, 'Pizza': 1, 'Lombarde': 1, 'Libanaise': 1, 'Italie_du_Nord': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Americaine': 1}",3.64,3.1,2.92,2.76,2.19,0.0,1.61
16680,Sonyy74,2014,68,37,35-49,F,suisse,"{'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Asiatique': 1}",4.0,4.25,4.25,3.5,4.25,0.5,2.5
16691,Nana_Yk,2012,41,89,25-34,F,indonesie,"{'Suisse': 1, 'Saine': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.17,1.5,1.5,1.33,0.0,0.0,2.0
16739,Hazel S,2014,16,12,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Europe_centrale': 2, 'Saine': 1, 'Internationale': 1, 'Fusion': 1, 'Bar': 1}",4.36,4.36,4.5,4.04,1.61,0.0,2.0
16753,104marcele,2015,146,48,None,None,suisse,"{'Mediterraneenne': 3, 'Italienne': 3, 'Grillades': 2, 'Suisse': 1, 'Saine': 1, 'Pizza': 1, 'Francaise': 1, 'Europeenne': 1}",4.38,3.12,3.12,2.75,3.12,0.0,1.75
16770,Christoph_Lucerne,2015,1,1,None,None,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,1.0
16771,Donimu,2020,1,1,None,None,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,1.0
16772,Somuz,2018,4,4,None,None,None,"{'Suisse': 2, 'Soupes': 2, 'Saine': 2, 'Europeenne': 2}",4.5,4.5,4.5,4.5,0.0,0.0,1.0
16773,sucioanimal,2017,9,7,None,None,None,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,1.0
16774,jceh83,2018,3,3,None,None,None,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,1.0
16775,Guillaume H,2007,77,59,None,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Grillades': 1, 'Francaise': 1, 'Europe_centrale': 1}",4.5,4.5,4.32,4.36,1.29,0.29,1.93
16842,88JU,2012,153,106,35-49,H,None,"{'Europeenne': 21, 'Suisse': 16, 'Francaise': 10, 'Italienne': 4, 'Pizza': 3, 'Brasserie_gastronomique': 2, 'Steakhouse': 1, 'Saine': 1, 'Portugaise': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Argentine': 1}",4.45,4.11,4.01,3.84,2.8,0.28,2.16
16845,RuediAbtwil_Schweiz,2008,95,282,50-64,H,suisse,"{'Europeenne': 2, 'Europe_centrale': 2, 'Suisse': 1, 'Saine': 1, 'Moderne': 1}",4.75,4.75,4.5,4.5,4.25,1.0,3.0
16848,baciodelangeloSaint-,2013,19,59,50-64,F,suisse,"{'Saine': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Diner': 1, 'Cafe': 1}",4.5,0.0,0.0,0.0,0.0,0.0,0.0
16849,M. BSuisse,2014,158,73,None,None,suisse,"{'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Diner': 1, 'Cafe': 1}",4.36,0.0,0.0,0.0,0.0,0.0,0.0
16851,ElenaJoiaSuisse,2012,4,2,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Europe_centrale': 2}",4.0,2.86,2.86,2.5,3.21,0.0,1.43
16852,Daniel H,2017,4,3,None,None,suisse,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.0,0.0,0.0,0.0,0.0,0.0,0.0
16853,U1327PXlauras,2007,11,130,None,None,None,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.0,0.0,0.0,0.0,0.0,0.0,0.0
16855,Eliane-RomainLe ,2016,18,14,None,None,suisse,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.0,0.0,0.0,0.0,0.0,0.0,0.0
16856,marlisluescher,2016,7,5,None,None,suisse,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.0,0.0,0.0,0.0,0.0,0.0,0.0
16857,KaHof999,2016,3,30,None,None,suisse,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.0,0.0,0.0,0.0,0.0,0.0,0.0
16862,killer180,2016,62,85,25-34,H,suisse,"{'Europeenne': 6, 'Suisse': 5, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Asiatique': 1}",4.41,1.69,1.65,1.69,0.0,0.0,0.49
16920,delphine z,2019,36,22,None,None,suisse,"{'Francaise': 6, 'Europeenne': 6, 'Suisse': 3, 'Mediterraneenne': 3, 'Saine': 2, 'Italienne': 2, 'Sushi': 1, 'Pizza': 1, 'Lombarde': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Europe_centrale': 1, 'Asiatique': 1}",4.08,4.14,4.04,3.74,2.53,0.21,2.21
16931,661olivierb,2014,27,20,None,None,None,"{'Europeenne': 6, 'Italienne': 4, 'Francaise': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Saine': 1}",3.87,4.02,4.11,3.91,2.2,0.0,2.0
16937,marcmE8493MB,2021,4,4,None,None,None,"{'Francaise': 2, 'Suisse': 1, 'Saine': 1, 'Europeenne': 1}",4.5,4.75,4.5,4.25,0.0,1.0,2.5
16969,Michael M,2018,13,6,None,None,allemagne,"{'Pakistanaise': 1, 'Indienne': 1, 'Afghane': 1}",4.5,5.0,5.0,4.5,0.0,0.0,2.0
17010,c_linel214,2009,8,108,None,None,france,"{'Sushi': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Bar': 1, 'Autochtone': 1, 'Asiatique': 1}",4.25,4.25,4.75,4.75,2.0,0.0,2.0
17011,Clad52,2012,33,79,None,None,suisse,"{'Italienne': 2, 'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Internationale': 1, 'Bar': 1, 'Autochtone': 1}",3.88,3.12,3.0,3.0,2.0,0.25,2.25
17032,Aussie_in_Britain,2008,173,172,35-49,H,suisse,"{'Asiatique': 4, 'Suisse': 3, 'Italienne': 3, 'Europeenne': 3, 'Thai': 2, 'Sushi': 2, 'Restauration_rapide': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Indienne': 2, 'Cafe': 2, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Internationale': 1, 'Grillades': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Chinoise': 1}",3.62,3.65,3.41,2.98,0.71,0.0,1.81
17052,372sabiner,2016,31,26,None,None,None,{'Allemande': 1},5.0,0.0,0.0,0.0,0.0,0.0,2.0
17099,nikakoenigBade-,2014,121,78,35-49,F,allemagne,"{'Allemande': 5, 'Europeenne': 3, 'Saine': 2, 'Internationale': 2, 'Traiteur': 1, 'Steakhouse': 1, 'Europe_centrale': 1}",4.0,3.42,3.21,3.21,1.18,0.16,2.03
17171,873hansd,2014,1,1,None,None,None,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Europeenne': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
17172,Jaques M,2011,62,53,None,None,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1}",4.0,0.0,0.0,0.0,0.0,0.0,1.0
17173,Christiana0212,2019,1,1,None,None,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Europeenne': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
17174,aauerbach1234,2019,1,1,None,None,None,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Europeenne': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
17175,Peter Ernst Z,2008,87,36,65+,H,portugal,"{'Suisse': 2, 'Europeenne': 2, 'Soupes': 1, 'Saine': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1}",4.35,3.12,3.31,3.12,0.0,0.0,2.0
17176,merenzia,2013,1,181,35-49,F,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Europeenne': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
17180,SAINTLOUISSOPH,2015,144,68,None,None,france,"{'Europeenne': 6, 'Italienne': 4, 'Francaise': 4, 'Europe_centrale': 4, 'Allemande': 4, 'Thai': 3, 'Sushi': 3, 'Saine': 3, 'Asiatique': 3, 'Mediterraneenne': 2, 'Japonaise': 2, 'Italie_du_Nord': 2, 'Cafe': 2, 'Steakhouse': 1, 'Pizza': 1, 'Napolitaine': 1, 'Lombarde': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Espagnole': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1}",4.11,4.17,4.07,3.92,1.54,0.0,1.86
17189,Lona3112,2008,95,46,None,None,suisse,"{'Francaise': 5, 'Suisse': 4, 'Europeenne': 4, 'Saine': 2, 'Internationale': 2, 'Grillades': 2, 'Steakhouse': 1, 'Europe_centrale': 1, 'Diner': 1, 'Cafe': 1, 'Bresilienne': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",4.33,4.41,4.41,4.26,2.85,0.0,2.13
17204,stortimichael,2019,2,2,None,None,suisse,"{'Suisse': 1, 'Saine': 1, 'Pizza': 1, 'Napolitaine': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Francaise': 1, 'Europeenne': 1, 'Campanie': 1, 'Cafe': 1, 'Americaine': 1}",4.25,2.25,2.0,2.0,0.0,0.0,1.0
17217,michabon112,2019,55,12,None,None,suisse,"{'Europeenne': 30, 'Italienne': 17, 'Francaise': 16, 'Suisse': 13, 'Mediterraneenne': 11, 'Pizza': 6, 'Bar_a_vins': 6, 'Americaine': 6, 'Asiatique': 5, 'Moderne': 3, 'Chinoise': 3, 'Bar_a_bieres': 3, 'Traiteur': 2, 'Saine': 2, 'Restauration_rapide': 2, 'Pub': 2, 'Indienne': 2, 'Grillades': 2, 'Europe_centrale': 2, 'Bar': 2, 'Soupes': 1, 'Sicilienne': 1, 'Sarde': 1, 'Marocaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Fusion': 1, 'Espagnole': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Argentine': 1, 'Africaine': 1}",4.0,3.78,3.65,3.47,2.03,0.02,2.0
17222,Compass63627400739,2021,10,6,None,None,suisse,"{'Europeenne': 5, 'Suisse': 3, 'Italienne': 3, 'Pizza': 2, 'Asiatique': 2, 'Toscane': 1, 'Sushi': 1, 'Steakhouse': 1, 'Sicilienne': 1, 'Saine': 1, 'Romana': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Latium': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Grillades': 1, 'Francaise': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",4.12,3.58,3.46,3.32,2.31,0.13,2.03
17238,ForeverYoungMe,2010,66,43,35-49,H,suisse,"{'Europeenne': 9, 'Francaise': 7, 'Suisse': 5, 'Fusion': 4, 'Asiatique': 2, 'Saine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Internationale': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",4.19,4.24,4.17,4.0,2.16,0.36,2.31
17240,Jscrs,2015,96,38,None,None,suisse,"{'Europeenne': 29, 'Restauration_rapide': 15, 'Italienne': 13, 'Suisse': 11, 'Asiatique': 11, 'Pizza': 9, 'Mediterraneenne': 8, 'Japonaise': 7, 'Francaise': 7, 'Chinoise': 6, 'Sushi': 5, 'Steakhouse': 5, 'Americaine': 4, 'Napolitaine': 3, 'Italie_du_Sud': 3, 'Campanie': 3, 'Thai': 2, 'Saine': 2, 'Mexicaine': 2, 'Grillades': 2, 'Europe_centrale': 2, 'Toscane': 1, 'Soupes': 1, 'Portugaise': 1, 'Latino': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Fusion': 1, 'Diner': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Amerique_centrale': 1}",3.89,3.9,3.81,3.67,3.19,0.0,1.81
17250,Tango228,2016,17,10,None,None,suisse,"{'Thai': 1, 'Saine': 1, 'Moderne': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.83,4.5,3.83,4.17,1.0,0.0,2.0
17270,glandbeach4ever,2018,24,130,None,None,suisse,"{'Italienne': 4, 'Europeenne': 4, 'Suisse': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Cafe': 2, 'Asiatique': 2, 'Americaine': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Grillades': 1, 'Francaise': 1, 'Coreenne': 1, 'Chinoise': 1}",3.95,3.64,3.61,3.45,1.94,0.11,1.85
17299,Martin_CH69,2021,2,1,None,None,None,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1, 'Allemande': 1}",4.0,0.0,0.0,0.0,0.0,0.0,2.0
17300,Claudia73053Kuessnacht am ,2012,67,85,35-49,F,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1, 'Allemande': 1}",4.31,0.0,0.0,0.0,0.0,0.0,2.0
17301,MirekS253,2018,7,4,None,None,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1, 'Allemande': 1}",4.0,0.0,0.0,0.0,0.0,0.0,1.0
17302,Kurt W,2012,26,19,50-64,H,suisse,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1, 'Allemande': 1}",4.0,0.0,0.0,0.0,0.0,0.0,2.0
17303,sarahbI8967UF,2013,1,1,None,None,None,"{'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Europeenne': 1, 'Allemande': 1}",4.0,0.0,0.0,0.0,0.0,0.0,2.0
17304,Latour54,2019,224,863,50-64,H,suisse,"{'Suisse': 16, 'Europeenne': 15, 'Europe_centrale': 8, 'Italienne': 4, 'Pizza': 3, 'Diner': 3, 'Saine': 2, 'Cafe': 2, 'Thai': 1, 'Soupes': 1, 'Internationale': 1, 'Grillades': 1, 'Britannique': 1, 'Allemande': 1}",4.19,2.34,2.47,2.39,0.0,0.0,1.56
17332,Luppoli65,2019,2,2,None,None,suisse,"{'Sushi': 1, 'Saine': 1, 'Japonaise': 1, 'Asiatique': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
17333,porfirmau77,2018,6,2,None,None,suisse,"{'Sushi': 1, 'Saine': 1, 'Japonaise': 1, 'Asiatique': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
17334,Steve RWaterdown Ontario,2012,2,2,None,None,None,"{'Suisse': 1, 'Saine': 1, 'Europeenne': 1, 'Cafe': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
17345,BerneProvence,2010,144,88,None,None,suisse,"{'Europeenne': 14, 'Suisse': 9, 'Europe_centrale': 7, 'Italienne': 5, 'Francaise': 4, 'Cafe': 4, 'Mediterraneenne': 2, 'Traiteur': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Moderne': 1, 'Fusion': 1, 'Diner': 1, 'Bar': 1}",3.99,3.74,3.92,3.62,2.42,0.14,2.01
17370,CorrectPro64,2019,30,19,None,None,suisse,"{'Europeenne': 12, 'Suisse': 10, 'Francaise': 7, 'Mediterraneenne': 3, 'Pizza': 2, 'Italienne': 2, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",3.9,3.08,3.29,3.13,1.34,0.07,1.78
