,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
14109,Eloz987,2019,4,4,None,None,None,"{'Francaise': 4, 'Europeenne': 2, 'Mediterraneenne': 1, 'Cafe': 1, 'Africaine': 1}",4.47,2.5,2.66,2.34,1.41,0.31,2.62
14132,audepr,2012,33,70,None,None,france,"{'Francaise': 7, 'Europeenne': 5, 'Suisse': 2, 'Indienne': 2, 'Cafe': 2, 'Pakistanaise': 1, 'Mexicaine': 1, 'Bar': 1, 'Amerique_centrale': 1, 'Africaine': 1}",4.0,4.03,3.95,3.74,2.44,0.0,1.93
14151,FoolisimoFort ,2012,117,43,35-49,H,None,"{'Suisse': 1, 'Europeenne': 1}",3.57,2.29,2.0,2.0,2.0,0.0,1.14
14185,johnnimagni,2019,29,10,None,None,suisse,"{'Europeenne': 8, 'Suisse': 5, 'Francaise': 3, 'Vietnamienne': 1, 'Pub': 1, 'Italienne': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Asiatique': 1, 'Americaine': 1}",4.11,4.25,3.94,3.97,2.78,0.07,1.91
14199,Coccinell52,2017,87,102,None,None,suisse,"{'Europeenne': 19, 'Suisse': 17, 'Francaise': 12, 'Asiatique': 4, 'Thai': 2, 'Mediterraneenne': 2, 'Grillades': 2, 'Chinoise': 2, 'Pizza': 1, 'Pakistanaise': 1, 'Libanaise': 1, 'Italienne': 1, 'Indienne': 1}",3.91,3.75,3.8,3.76,1.85,0.05,2.01
14201,Faekar,2014,28,14,None,None,None,"{'Europeenne': 8, 'Suisse': 6, 'Francaise': 4, 'Restauration_rapide': 2, 'Italienne': 2, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Americaine': 2, 'Sushi': 1, 'Pizza': 1, 'Mexicaine': 1, 'Latino': 1, 'Japonaise': 1, 'Diner': 1, 'Chinoise': 1, 'Bar': 1, 'Amerique_centrale': 1}",3.77,3.91,3.77,3.47,3.29,0.13,2.13
14203,NorthStar656249,2016,75,36,None,None,suisse,"{'Europeenne': 17, 'Suisse': 13, 'Francaise': 13, 'Japonaise': 4, 'Asiatique': 4, 'Brasserie_gastronomique': 3, 'Sushi': 2, 'Soupes': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Fusion': 1, 'Campanie': 1, 'Cafe': 1, 'Americaine': 1}",4.21,4.27,4.15,3.8,3.03,0.19,2.43
14214,mariellec55,2014,79,52,50-64,F,france,"{'Europeenne': 2, 'Suisse': 1, 'Pub': 1, 'Francaise': 1, 'Bar': 1, 'Americaine': 1}",4.15,4.31,4.31,3.96,4.12,0.0,2.0
14220,philippepV6026QK,2015,23,16,None,None,suisse,"{'Europeenne': 10, 'Suisse': 9, 'Francaise': 5, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Georgienne': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Argentine': 1, 'Americaine': 1}",4.01,4.16,4.04,3.8,2.89,0.09,2.0
14228,Pit74H,2012,91,63,None,None,france,"{'Europeenne': 13, 'Francaise': 12, 'Suisse': 3, 'Pizza': 3, 'Italienne': 3, 'Restauration_rapide': 2, 'Mediterraneenne': 2, 'Internationale': 2, 'Asiatique': 2, 'Americaine': 2, 'Thai': 1, 'Pub': 1, 'Napolitaine': 1, 'Mexicaine': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Chinoise': 1, 'Campanie': 1, 'Bar_a_bieres': 1, 'Bar': 1}",3.91,4.0,3.96,3.75,1.94,0.05,1.93
14244,lilylou20,2015,9,8,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Mediterraneenne': 2, 'Americaine': 2, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.19,4.19,4.0,3.69,2.67,0.0,1.66
14254,HB271110,2013,15,45,None,None,suisse,"{'Europeenne': 4, 'Suisse': 3, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Francaise': 1, 'Bar': 1, 'Americaine': 1}",3.72,3.94,3.78,3.61,3.78,0.0,1.89
14270,Oce_50,2015,23,17,None,None,suisse,"{'Suisse': 4, 'Europeenne': 4, 'Francaise': 2, 'Thai': 1, 'Mediterraneenne': 1, 'Grecque': 1, 'Asiatique': 1, 'Americaine': 1}",3.88,3.3,3.28,3.28,1.2,0.0,2.0
14279,Gex_FranceJpp,2011,132,139,50-64,H,france,"{'Europeenne': 10, 'Francaise': 7, 'Italienne': 5, 'Chinoise': 4, 'Asiatique': 4, 'Pizza': 3, 'Japonaise': 3, 'Thai': 2, 'Mediterraneenne': 2, 'Vietnamienne': 1, 'Suisse': 1, 'Sicilienne': 1, 'Saine': 1, 'Romana': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Grillades': 1, 'Belge': 1, 'Bar': 1, 'Americaine': 1}",3.66,3.6,3.7,3.62,2.2,0.0,1.74
14280,laniepop91,2018,95,24,None,None,suisse,"{'Europeenne': 17, 'Francaise': 11, 'Asiatique': 9, 'Chinoise': 7, 'Suisse': 6, 'Restauration_rapide': 5, 'Mediterraneenne': 4, 'Peruvienne': 3, 'Latino': 3, 'Italienne': 3, 'Europe_centrale': 3, 'Cafe': 3, 'Traiteur': 2, 'Sushi': 2, 'Steakhouse': 2, 'Pizza': 2, 'Libanaise': 2, 'Japonaise': 2, 'Internationale': 2, 'Americaine': 2, 'Turque': 1, 'Thai': 1, 'Soupes': 1, 'Saine': 1, 'Portugaise': 1, 'Napolitaine': 1, 'Marocaine': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Bar_a_bieres': 1}",3.9,3.87,3.67,3.55,2.32,0.0,1.99
14299,Philippelevoyageur,2009,60,37,None,None,suisse,"{'Europeenne': 10, 'Suisse': 9, 'Francaise': 5, 'Mediterraneenne': 2, 'Europe_centrale': 2, 'Traiteur': 1, 'Thai': 1, 'Saine': 1, 'Italienne': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",3.96,3.98,3.86,3.7,3.29,0.0,2.32
14300,sebcbien_jura,2016,62,29,None,None,france,"{'Francaise': 6, 'Italienne': 4, 'Europeenne': 4, 'Pizza': 2, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Indienne': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Americaine': 1}",4.18,4.2,4.3,4.0,1.46,0.0,1.9
14326,Alice7381,2013,80,36,25-34,F,france,"{'Europeenne': 5, 'Francaise': 4, 'Bar': 2, 'Suisse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Americaine': 1}",4.0,4.08,4.16,3.89,2.21,0.16,1.84
14327,Pat-chevreuil,2016,21,11,None,None,france,"{'Francaise': 7, 'Grillades': 5, 'Steakhouse': 4, 'Europeenne': 2, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.83,3.83,4.11,3.81,3.09,0.19,2.11
14328,Global748273,2018,8,3,None,None,None,"{'Suisse': 5, 'Europeenne': 5, 'Francaise': 3, 'Pizza': 2, 'Internationale': 1, 'Grillades': 1, 'Americaine': 1}",4.41,4.32,4.38,4.12,1.57,0.0,1.86
14345,yara_globetrotter,2014,163,52,25-34,F,suisse,"{'Europeenne': 11, 'Francaise': 7, 'Mediterraneenne': 6, 'Asiatique': 6, 'Americaine': 6, 'Japonaise': 5, 'Sushi': 4, 'Suisse': 4, 'Libanaise': 4, 'Restauration_rapide': 3, 'Peruvienne': 3, 'Italienne': 3, 'Internationale': 3, 'Steakhouse': 2, 'Pizza': 2, 'Grillades': 2, 'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Perse': 1, 'Moderne': 1, 'Mexicaine': 1, 'Latino': 1, 'Europe_centrale': 1, 'Diner': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Arabe': 1}",4.12,4.07,3.84,3.76,1.95,0.03,1.97
14348,JeremDuc,2016,37,24,None,None,None,"{'Europeenne': 9, 'Francaise': 7, 'Suisse': 6, 'Internationale': 2, 'Grillades': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.84,4.0,4.22,3.72,2.55,0.11,2.3
14356,van1988,2012,162,74,None,None,suisse,"{'Europeenne': 26, 'Asiatique': 25, 'Francaise': 14, 'Suisse': 13, 'Thai': 11, 'Italienne': 11, 'Japonaise': 10, 'Pizza': 9, 'Chinoise': 8, 'Mediterraneenne': 7, 'Cafe': 7, 'Americaine': 6, 'Indienne': 5, 'Vietnamienne': 4, 'Sushi': 4, 'Saine': 4, 'Restauration_rapide': 4, 'Grillades': 3, 'Brasserie_gastronomique': 3, 'Bar': 3, 'Perse': 2, 'Moderne': 2, 'Italie_du_Sud': 2, 'Internationale': 2, 'Turque': 1, 'Traiteur': 1, 'Steakhouse': 1, 'Soupes': 1, 'Sicilienne': 1, 'Pub': 1, 'Portugaise': 1, 'Napolitaine': 1, 'Marocaine': 1, 'Indonesienne': 1, 'Fusion': 1, 'Diner': 1, 'Coreenne': 1, 'Campanie': 1, 'Britannique': 1, 'Belge': 1, 'Arabe': 1, 'Afghane': 1}",3.99,3.75,3.62,3.6,1.72,0.0,1.89
14381,James1307,2013,280,122,None,None,suisse,"{'Europeenne': 47, 'Francaise': 31, 'Suisse': 25, 'Italienne': 15, 'Mediterraneenne': 14, 'Pizza': 9, 'Asiatique': 7, 'Bar': 4, 'Vietnamienne': 3, 'Sushi': 3, 'Japonaise': 3, 'Internationale': 3, 'Brasserie_gastronomique': 3, 'Bar_a_vins': 3, 'Steakhouse': 2, 'Pub': 2, 'Grillades': 2, 'Europe_centrale': 2, 'Chinoise': 2, 'Singapourienne': 1, 'Saine': 1, 'Napolitaine': 1, 'Moderne': 1, 'Malaisienne': 1, 'Italie_du_Sud': 1, 'Fusion': 1, 'Campanie': 1, 'Cafe': 1, 'Americaine': 1}",4.15,4.05,4.02,3.72,2.2,0.22,2.31
14386,melmelimel,2010,21,15,None,None,None,"{'Europeenne': 3, 'Suisse': 2, 'Pizza': 2, 'Italienne': 2, 'Francaise': 2, 'Thai': 1, 'Sicilienne': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Asiatique': 1, 'Americaine': 1}",4.7,4.65,4.65,4.37,0.78,0.17,2.17
14389,JaviCohle,2016,39,16,None,None,suisse,"{'Europeenne': 13, 'Mediterraneenne': 7, 'Francaise': 7, 'Italienne': 6, 'Americaine': 4, 'Steakhouse': 3, 'Asiatique': 3, 'Saine': 2, 'Restauration_rapide': 2, 'Pizza': 2, 'Moderne': 2, 'Mexicaine': 2, 'Japonaise': 2, 'Internationale': 2, 'Fusion': 2, 'Bar': 2, 'Sushi': 1, 'Suisse': 1, 'Peruvienne': 1, 'Libanaise': 1, 'Grillades': 1, 'Grecque': 1, 'Europe_centrale': 1, 'Diner': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Amerique_centrale': 1}",4.07,4.23,4.07,3.64,2.49,0.2,2.3
14399,COMMEND O,2016,10,7,None,None,suisse,"{'Francaise': 6, 'Europeenne': 6, 'Suisse': 2, 'Pub': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.44,4.44,4.39,4.11,1.0,0.78,2.78
14403,RwCs,2009,44,184,35-49,H,suisse,"{'Europeenne': 6, 'Italienne': 3, 'Francaise': 3, 'Asiatique': 3, 'Suisse': 2, 'Mediterraneenne': 2, 'Chinoise': 2, 'Americaine': 2, 'Vietnamienne': 1, 'Thai': 1, 'Steakhouse': 1, 'Pub': 1, 'Portugaise': 1, 'Moderne': 1, 'Internationale': 1, 'Canadienne': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.91,3.99,4.07,3.64,1.89,0.14,2.03
14409,Yalumi,2012,118,38,None,None,suisse,"{'Europeenne': 18, 'Francaise': 13, 'Suisse': 7, 'Americaine': 7, 'Bar': 6, 'Pub': 5, 'Italienne': 3, 'Internationale': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Moderne': 2, 'Bar_a_bieres': 2, 'Fusion': 1, 'Belge': 1, 'Asiatique': 1}",4.03,4.14,3.91,3.82,3.2,0.08,1.99
14414,jmmanger,2009,22,9,None,None,None,"{'Europeenne': 9, 'Francaise': 5, 'Suisse': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Internationale': 2, 'Tunisienne': 1, 'Sushi': 1, 'Pizza': 1, 'Napolitaine': 1, 'Marocaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Fusion': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",4.19,4.37,4.13,3.94,2.83,0.23,2.46
14428,Dani66Lutry,2013,37,27,None,None,None,"{'Francaise': 9, 'Europeenne': 9, 'Suisse': 3, 'Saine': 2, 'Internationale': 2, 'Europe_centrale': 2, 'Steakhouse': 1, 'Americaine': 1}",4.24,4.4,4.3,3.98,2.82,0.49,2.9
14433,Adamed2014,2014,16,19,None,None,suisse,"{'Francaise': 4, 'Suisse': 3, 'Europeenne': 3, 'Chinoise': 3, 'Asiatique': 3, 'Sushi': 2, 'Japonaise': 2, 'Fusion': 2, 'Coreenne': 2, 'Americaine': 2, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Mexicaine': 1, 'Latino': 1, 'Italienne': 1, 'Grillades': 1, 'Bresilienne': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Amerique_centrale': 1}",4.25,4.18,4.3,4.21,2.97,0.08,1.98
14437,laurentburi,2010,26,16,25-34,H,suisse,"{'Francaise': 2, 'Europeenne': 2, 'Steakhouse': 1, 'Latino': 1, 'Italienne': 1, 'Internationale': 1, 'Cafe': 1, 'Bar': 1, 'Argentine': 1}",4.25,4.19,4.33,3.83,2.75,0.28,2.56
14452,juliap426,2015,29,19,None,None,france,"{'Europeenne': 7, 'Francaise': 5, 'Mediterraneenne': 4, 'Italienne': 4, 'Suisse': 3, 'Saine': 2, 'Pizza': 2, 'Bar': 2, 'Portugaise': 1, 'Lombarde': 1, 'Libanaise': 1, 'Italie_du_Nord': 1, 'Indienne': 1, 'Fusion': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Americaine': 1}",4.19,4.22,4.18,4.01,2.08,0.07,1.91
14453,Aldala,2006,25,70,None,None,suisse,"{'Mediterraneenne': 4, 'Europeenne': 4, 'Suisse': 3, 'Italienne': 3, 'Francaise': 3, 'Pizza': 2, 'Toscane': 1, 'Saine': 1, 'Moderne': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1}",4.32,4.23,4.32,4.0,3.61,0.0,2.18
14454,Jonas_Curch,2015,47,29,None,None,suisse,"{'Europeenne': 13, 'Francaise': 11, 'Suisse': 5, 'Sushi': 2, 'Japonaise': 2, 'Internationale': 2, 'Brasserie_gastronomique': 2, 'Bar_a_vins': 2, 'Asiatique': 2, 'Tunisienne': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Bar_a_bieres': 1, 'Bar': 1}",4.2,4.03,4.06,3.92,3.11,0.28,2.4
14455,Marie-AdelineVinard,2013,34,26,None,None,suisse,"{'Francaise': 5, 'Europeenne': 5, 'Suisse': 3, 'Saine': 2, 'Mediterraneenne': 2, 'Bar_a_vins': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Moderne': 1, 'Japonaise': 1, 'Internationale': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.4,4.33,4.28,4.12,2.16,0.0,2.02
14465,LauraMarinaD,2016,39,20,None,None,suisse,"{'Italienne': 4, 'Asiatique': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Fusion': 2, 'Europeenne': 2, 'Chinoise': 2, 'Thai': 1, 'Sushi': 1, 'Suisse': 1, 'Soupes': 1, 'Singapourienne': 1, 'Malaisienne': 1, 'Latino': 1, 'Japonaise': 1, 'Francaise': 1, 'Espagnole': 1, 'Americaine': 1}",4.1,3.58,3.6,3.36,1.44,0.0,1.88
14474,Pinggus,2015,11,14,None,None,suisse,"{'Europeenne': 5, 'Mediterraneenne': 3, 'Suisse': 2, 'Pizza': 2, 'Libanaise': 2, 'Italienne': 2, 'Thai': 1, 'Restauration_rapide': 1, 'Marocaine': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.04,4.17,4.16,3.87,1.91,0.0,2.0
14493,lajardiniere2019,2017,12,11,None,None,suisse,"{'Europeenne': 8, 'Suisse': 7, 'Francaise': 3, 'Americaine': 2, 'Steakhouse': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1}",4.16,4.35,4.26,4.22,1.0,0.09,2.09
14497,GuyDeMichelin,2017,157,41,None,None,france,"{'Europeenne': 7, 'Suisse': 5, 'Francaise': 4, 'Cafe': 2, 'Saine': 1, 'Pub': 1, 'Moderne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.06,3.99,3.87,3.5,2.69,0.36,2.36
14505,Edgarmtx,2015,13,5,None,None,suisse,"{'Europeenne': 7, 'Francaise': 6, 'Suisse': 4, 'Europe_centrale': 2, 'Bar': 2, 'Restauration_rapide': 1, 'Portugaise': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Indienne': 1, 'Asiatique': 1, 'Americaine': 1}",4.07,4.28,4.15,3.93,1.06,0.25,2.25
14510,marieric_10,2010,74,233,50-64,F,None,"{'Europeenne': 6, 'Mediterraneenne': 4, 'Francaise': 3, 'Moderne': 2, 'Italienne': 2, 'Asiatique': 2, 'Thai': 1, 'Suisse': 1, 'Pizza': 1, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Americaine': 1}",4.06,3.97,3.8,3.65,3.53,0.0,1.79
14512,Fguillaumelm,2014,43,37,None,None,suisse,"{'Europeenne': 9, 'Francaise': 7, 'Suisse': 5, 'Saine': 3, 'Mediterraneenne': 3, 'Vietnamienne': 2, 'Thai': 2, 'Italienne': 2, 'Internationale': 2, 'Asiatique': 2, 'Pizza': 1, 'Libanaise': 1, 'Grillades': 1, 'Argentine': 1, 'Americaine': 1}",4.22,4.02,3.91,3.89,1.56,0.0,2.0
14529,luluu_bn,2009,29,22,None,None,suisse,"{'Europeenne': 6, 'Francaise': 4, 'Americaine': 4, 'Suisse': 3, 'Pub': 3, 'Bar': 3, 'Saine': 2, 'Latino': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Sushi': 1, 'Peruvienne': 1, 'Moderne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Amerique_centrale': 1}",3.92,3.69,3.53,3.3,2.26,0.08,2.17
14544,GVANN81,2009,63,112,35-49,H,suisse,"{'Europeenne': 15, 'Asiatique': 10, 'Mediterraneenne': 6, 'Italienne': 6, 'Thai': 5, 'Suisse': 5, 'Japonaise': 5, 'Francaise': 5, 'Pizza': 4, 'Restauration_rapide': 3, 'Internationale': 3, 'Bar': 3, 'Vietnamienne': 2, 'Toscane': 2, 'Sushi': 2, 'Steakhouse': 2, 'Pakistanaise': 2, 'Napolitaine': 2, 'Libanaise': 2, 'Italie_du_Sud': 2, 'Italie_du_Centre': 2, 'Indienne': 2, 'Campanie': 2, 'Americaine': 2, 'Sicilienne': 1, 'Saine': 1, 'Romana': 1, 'Latium': 1, 'Hawaienne': 1, 'Chinoise': 1}",4.16,4.08,3.95,3.81,2.55,0.07,1.94
14563,cgcmdub,2013,96,70,None,None,suisse,"{'Europeenne': 16, 'Suisse': 10, 'Francaise': 8, 'Italienne': 5, 'Brasserie_gastronomique': 4, 'Asiatique': 3, 'Vietnamienne': 1, 'Thai': 1, 'Steakhouse': 1, 'Saine': 1, 'Peruvienne': 1, 'Pub': 1, 'Pizza': 1, 'Philippine': 1, 'Mediterraneenne': 1, 'Latino': 1, 'Japonaise': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.16,4.24,4.25,4.04,1.37,0.1,2.21
14581,brunoberthoud1815,2017,3,3,None,None,suisse,"{'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Asiatique': 1, 'Americaine': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
14597,AnnaKa1982,2016,17,16,25-34,F,france,"{'Asiatique': 4, 'Thai': 3, 'Vietnamienne': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Europeenne': 1, 'Coreenne': 1, 'Chinoise': 1, 'Americaine': 1}",4.25,4.33,4.25,4.25,2.58,0.0,2.0
14618,BastoonLilou,2016,2,3,25-34,None,None,"{'Thai': 1, 'Restauration_rapide': 1, 'Asiatique': 1, 'Americaine': 1}",4.06,4.28,4.06,4.06,1.56,0.0,2.0
14622,pokerface78,2016,91,39,None,None,france,"{'Mediterraneenne': 3, 'Lombarde': 3, 'Italienne': 3, 'Italie_du_Nord': 3, 'Thai': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Internationale': 1, 'Francaise': 1, 'Europeenne': 1, 'Asiatique': 1, 'Americaine': 1}",4.19,4.35,4.26,4.04,3.43,0.0,2.0
14627,DanielC15986,2016,59,33,None,None,None,"{'Europeenne': 22, 'Francaise': 16, 'Suisse': 10, 'Italienne': 7, 'Mediterraneenne': 5, 'Indienne': 5, 'Pizza': 3, 'Moderne': 3, 'Asiatique': 3, 'Thai': 2, 'Restauration_rapide': 2, 'Cafe': 2, 'Americaine': 2, 'Traiteur': 1, 'Toscane': 1, 'Steakhouse': 1, 'Pub': 1, 'Pakistanaise': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.08,3.97,3.89,3.78,2.96,0.09,1.96
14632,847yves,2016,135,47,None,None,suisse,"{'Europeenne': 16, 'Suisse': 7, 'Francaise': 6, 'Italienne': 5, 'Internationale': 5, 'Europe_centrale': 5, 'Mediterraneenne': 4, 'Pizza': 3, 'Thai': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Portugaise': 1, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Campanie': 1, 'Bar': 1, 'Autrichienne': 1, 'Asiatique': 1, 'Americaine': 1}",3.94,3.76,3.72,3.43,2.75,0.09,2.21
14642,Flavio D,2013,4,3,None,None,None,"{'Thai': 1, 'Mexicaine': 1, 'Latino': 1, 'Asiatique': 1, 'Amerique_centrale': 1, 'Americaine': 1}",3.5,3.72,3.5,3.22,4.06,0.0,2.0
14647,clalec87,2015,24,16,None,None,suisse,"{'Asiatique': 4, 'Francaise': 2, 'Europeenne': 2, 'Chinoise': 2, 'Thai': 1, 'Sushi': 1, 'Suisse': 1, 'Pub': 1, 'Japonaise': 1, 'Indienne': 1, 'Coreenne': 1, 'Bar': 1}",3.88,3.98,3.37,3.58,2.94,0.0,2.0
14649,C0sinus,2014,5,20,None,None,suisse,"{'Thai': 4, 'Asiatique': 4, 'Pub': 1, 'Canadienne': 1, 'Americaine': 1}",3.83,3.86,3.92,3.5,4.0,0.0,1.72
14692,Samiina11,2016,43,31,None,None,suisse,"{'Italienne': 5, 'Europeenne': 5, 'Suisse': 3, 'Mediterraneenne': 3, 'Francaise': 2, 'Sicilienne': 1, 'Pizza': 1, 'Napolitaine': 1, 'Moderne': 1, 'Latino': 1, 'Italie_du_Sud': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Campanie': 1, 'Asiatique': 1, 'Americaine': 1}",4.14,4.21,4.3,4.09,2.24,0.0,2.0
14696,vd14187,2017,14,11,50-64,F,suisse,"{'Europeenne': 8, 'Suisse': 7, 'Francaise': 6, 'Italienne': 2, 'Restauration_rapide': 1, 'Portugaise': 1, 'Pizza': 1, 'Cafe': 1, 'Americaine': 1}",4.24,4.0,3.99,3.71,2.36,0.0,1.97
14719,rogerogeroge,2017,55,147,None,None,suisse,"{'Europeenne': 24, 'Francaise': 16, 'Suisse': 14, 'Bar': 11, 'Italienne': 6, 'Europe_centrale': 6, 'Mediterraneenne': 4, 'Pizza': 3, 'Pub': 2, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Taiwanaise': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Portugaise': 1, 'Perse': 1, 'Libanaise': 1, 'Internationale': 1, 'Chinoise': 1}",4.02,4.05,3.99,3.66,2.17,0.0,2.05
14729,sebansermot,2015,151,90,None,None,suisse,"{'Europeenne': 41, 'Suisse': 26, 'Italienne': 17, 'Francaise': 15, 'Pizza': 14, 'Mediterraneenne': 9, 'Cafe': 4, 'Moderne': 3, 'Internationale': 3, 'Europe_centrale': 3, 'Grillades': 2, 'Brasserie_gastronomique': 2, 'Americaine': 2, 'Traiteur': 1, 'Thai': 1, 'Steakhouse': 1, 'Saine': 1, 'Peruvienne': 1, 'Portugaise': 1, 'Libanaise': 1, 'Latino': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",4.07,4.12,4.07,3.97,2.51,0.1,2.08
14742,mbrunelle,2012,54,24,35-49,H,suisse,"{'Europeenne': 16, 'Suisse': 9, 'Italienne': 9, 'Francaise': 8, 'Pizza': 6, 'Mediterraneenne': 6, 'Restauration_rapide': 2, 'Internationale': 2, 'Traiteur': 1, 'Toscane': 1, 'Steakhouse': 1, 'Pub': 1, 'Portugaise': 1, 'Latino': 1, 'Italie_du_Centre': 1, 'Irlandaise': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Britannique': 1, 'Bar': 1, 'Asiatique': 1, 'Argentine': 1, 'Americaine': 1}",4.0,4.16,4.07,3.83,3.31,0.04,1.94
14743,Mablou,2014,8,8,None,None,None,"{'Europeenne': 2, 'Restauration_rapide': 1, 'Pub': 1, 'Portugaise': 1, 'Pizza': 1, 'Italienne': 1, 'Francaise': 1, 'Cafe': 1, 'Americaine': 1}",4.1,3.83,3.9,4.1,0.7,0.0,1.67
14754,sandra_leb,2011,39,71,35-49,F,france,"{'Francaise': 3, 'Europeenne': 3, 'Suisse': 2, 'Bar': 1, 'Americaine': 1}",4.0,4.14,4.32,3.82,3.86,0.0,2.0
