,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
149953,francescobS7728KP,2015,3,3,None,None,italie,"{'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
149954,NatalieV1050,2017,12,10,None,None,None,"{'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
149955,KenC3054,2014,35,25,None,None,None,"{'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
149956,sirjoe676,2008,151,156,35-49,H,italie,"{'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
149957,contebillo,2016,82,73,50-64,H,suisse,"{'Italienne': 2, 'Europeenne': 2, 'Saine': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Bar': 1, 'Americaine': 1}",4.25,4.25,4.25,4.0,0.0,0.5,2.0
149973,N8075DEluigim,2015,64,34,None,None,malte,"{'Suisse': 1, 'Europeenne': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
150027,Canonikinha,2015,116,65,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Italienne': 1}",4.25,4.75,4.0,4.5,0.0,0.0,1.5
150054,FloClaLuganoLugano,2012,25,56,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Soupes': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Grillades': 1, 'Bar': 1}",4.18,4.32,3.86,4.0,1.79,0.0,2.0
150055,lucas8877,2014,138,50,None,None,italie,"{'Italienne': 2, 'Suisse': 1, 'Pizza': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Europeenne': 1}",4.0,4.18,3.68,4.32,1.61,0.0,1.71
150056,hep52,2016,8,5,None,None,suisse,"{'Suisse': 1, 'Europeenne': 1}",4.0,4.5,3.5,4.0,0.0,0.0,2.0
150057,Kikka V,2013,84,128,None,None,suisse,"{'Suisse': 1, 'Europeenne': 1}",4.0,4.5,3.5,4.0,0.0,0.0,2.0
150058,MarcoP756,2012,25,24,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Italienne': 2, 'Mediterraneenne': 1}",4.0,4.33,4.0,3.67,2.5,0.33,2.33
150059,Krastaman85,2012,8,114,25-34,H,suisse,"{'Suisse': 1, 'Europeenne': 1}",4.0,4.5,3.5,4.0,0.0,0.0,2.0
150060,saraP539,2012,22,71,25-34,F,suisse,"{'Suisse': 1, 'Europeenne': 1}",4.0,4.5,3.5,4.0,0.0,0.0,2.0
150061,Fabi8130,2013,62,57,None,None,None,"{'Suisse': 1, 'Europeenne': 1}",4.25,4.25,3.75,4.0,0.0,0.0,2.0
150062,Black1974,2016,66,40,None,None,suisse,"{'Pizza': 2, 'Italienne': 2, 'Suisse': 1, 'Europeenne': 1}",3.88,3.17,2.83,2.79,0.0,0.0,1.33
150078,keneng,2009,104,152,35-49,None,singapour,"{'Mediterraneenne': 2, 'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1}",3.86,3.86,3.86,3.64,1.5,0.57,2.57
150122,459etiennes,2012,8,8,25-34,H,suisse,"{'Suisse': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Europeenne': 2, 'Europe_centrale': 2, 'Internationale': 1, 'Grillades': 1}",4.25,4.25,4.25,4.0,4.25,0.5,2.0
150133,,2014,1,0,None,None,None,"{'Thai': 1, 'Restauration_rapide': 1, 'Asiatique': 1}",4.0,4.5,4.0,4.0,3.5,0.0,2.0
150157,sandrodepellegrin,2010,9,203,None,None,suisse,"{'Suisse': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1}",4.22,2.5,2.22,2.22,2.5,0.0,2.0
150175,ToniVS75,2020,10,5,None,None,suisse,"{'Europeenne': 4, 'Suisse': 3, 'Francaise': 3, 'Steakhouse': 2, 'Thai': 1, 'Mediterraneenne': 1, 'Grecque': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1, 'Americaine': 1}",4.11,4.27,4.2,3.93,0.0,0.0,2.0
150194,boneu,2019,7,5,None,None,None,"{'Suisse': 3, 'Europeenne': 3, 'Mediterraneenne': 2, 'Marocaine': 1, 'Internationale': 1, 'Grecque': 1, 'Fusion': 1, 'Francaise': 1, 'Brasserie_gastronomique': 1}",4.41,4.36,4.23,4.05,1.64,0.0,2.0
150205,jemlevalais,2015,13,9,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Mediterraneenne': 1, 'Grecque': 1, 'Francaise': 1}",3.75,4.25,4.0,4.0,0.0,0.0,2.0
150220,Tifany L,2008,3,55,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Vietnamienne': 1, 'Mediterraneenne': 1, 'Grecque': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.17,4.17,3.83,2.83,0.0,2.0
150232,nargisseg,2014,29,17,None,None,suisse,"{'Europeenne': 4, 'Francaise': 3, 'Suisse': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Toscane': 1, 'Italie_du_Centre': 1}",4.45,4.45,4.45,4.12,3.61,0.0,2.36
150260,Dream820102,2018,2,3,None,None,None,"{'Moderne': 2, 'Suisse': 1, 'Francaise': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Americaine': 1}",3.92,4.42,4.0,3.5,3.33,0.0,2.0
150271,philippem482,2014,33,20,35-49,H,suisse,"{'Europeenne': 4, 'Suisse': 3, 'Francaise': 3, 'Steakhouse': 1, 'Moderne': 1, 'Internationale': 1, 'Grillades': 1, 'Europe_centrale': 1}",4.13,4.26,4.13,3.76,2.24,0.0,2.21
150279,Camillou_Msnd,2012,101,54,25-34,F,france,"{'Suisse': 5, 'Europeenne': 5, 'Francaise': 3, 'Pizza': 2, 'Italienne': 2, 'Traiteur': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.22,4.23,4.08,3.7,4.02,0.16,2.16
150290,yoszek,2012,42,80,None,None,suisse,"{'Europeenne': 18, 'Suisse': 11, 'Francaise': 8, 'Pizza': 4, 'Mediterraneenne': 4, 'Italienne': 3, 'Steakhouse': 2, 'Moderne': 2, 'Latino': 2, 'Argentine': 2, 'Traiteur': 1, 'Soupes': 1, 'Pub': 1, 'Italie_du_Centre': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Diner': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.1,4.14,3.94,3.73,3.47,0.14,2.18
150293,rdpm,2012,77,147,25-34,F,suisse,"{'Suisse': 3, 'Francaise': 2, 'Europeenne': 2, 'Traiteur': 1, 'Steakhouse': 1, 'Moderne': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Bar_a_vins': 1, 'Americaine': 1}",3.87,3.97,3.74,3.5,4.13,0.0,2.0
150294,Biozerolufe,2014,34,14,35-49,F,suisse,"{'Europeenne': 9, 'Suisse': 7, 'Francaise': 4, 'Europe_centrale': 3, 'Mediterraneenne': 2, 'Moderne': 1, 'Italienne': 1, 'Internationale': 1, 'Grillades': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1}",4.26,3.6,3.44,3.25,3.44,0.12,2.17
150295,jibus1,2012,25,48,50-64,H,suisse,"{'Europeenne': 16, 'Suisse': 10, 'Francaise': 8, 'Mediterraneenne': 3, 'Moderne': 3, 'Italienne': 3, 'Pizza': 2, 'Mexicaine': 2, 'Internationale': 2, 'Europe_centrale': 2, 'Bar_a_vins': 1, 'Bar_a_bieres': 1}",3.88,4.12,4.06,3.89,2.86,0.06,2.01
150306,mvui-1616,2007,16,129,None,None,suisse,"{'Europeenne': 10, 'Francaise': 8, 'Suisse': 6, 'Moderne': 3, 'Pizza': 1, 'Italienne': 1, 'Internationale': 1, 'Grillades': 1, 'Europe_centrale': 1}",4.14,4.36,4.05,3.86,3.5,0.36,2.27
150328,Emmaaadasilva,2022,1,1,None,None,None,"{'Portugaise': 1, 'Europeenne': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
150329,Venture00349095926,2019,1,1,None,None,None,"{'Portugaise': 1, 'Europeenne': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
150330,Redeagle13,2019,2,2,None,None,None,"{'Portugaise': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1}",4.25,2.0,2.0,2.0,0.0,0.0,2.0
150331,papillon185,2016,3,1,None,None,suisse,"{'Europeenne': 2, 'Thai': 1, 'Portugaise': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Asiatique': 1}",4.5,2.89,2.75,2.71,1.25,0.0,1.71
150332,paolae707,2015,34,11,None,None,suisse,"{'Europeenne': 16, 'Suisse': 8, 'Francaise': 8, 'Italienne': 6, 'Mediterraneenne': 4, 'Internationale': 4, 'Sarde': 2, 'Pizza': 2, 'Italie_du_Sud': 2, 'Traiteur': 1, 'Europe_centrale': 1}",4.05,3.97,3.93,3.64,2.76,0.0,2.13
150346,laudan96,2014,22,12,None,None,roumanie,"{'Europeenne': 6, 'Francaise': 4, 'Suisse': 3, 'Traiteur': 2, 'Soupes': 1, 'Internationale': 1}",4.24,4.56,4.28,4.19,3.35,0.0,2.0
150351,MadySion,2012,29,536,65+,F,None,"{'Europeenne': 15, 'Francaise': 14, 'Suisse': 10, 'Brasserie_gastronomique': 6, 'Moderne': 3, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Fusion': 1, 'Europe_centrale': 1}",4.44,4.59,4.47,4.18,4.02,0.52,2.7
150369,valmau9096,2016,22,15,None,None,suisse,"{'Europeenne': 5, 'Francaise': 4, 'Suisse': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Brasserie_gastronomique': 2, 'Pizza': 1, 'Marocaine': 1, 'Internationale': 1, 'Fusion': 1}",4.39,4.23,4.32,4.09,2.2,0.0,2.36
150397,Martyne C,2009,22,38,50-64,F,suisse,"{'Europeenne': 8, 'Francaise': 5, 'Suisse': 3, 'Italienne': 3, 'Internationale': 2, 'Pizza': 1, 'Mediterraneenne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.23,4.28,4.22,4.01,2.88,0.11,2.33
150414,G7034VTsophiep,2016,2,2,None,None,None,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1, 'Chinoise': 1, 'Cafe': 1, 'Asiatique': 1}",4.33,1.56,1.56,1.56,0.0,0.0,0.89
150430,lucrece_darbellay,2016,23,16,None,None,royaume-uni,"{'Italienne': 4, 'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Toscane': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Italie_du_Centre': 2, 'Bar_a_vins': 2, 'Bar_a_bieres': 2, 'Sicilienne': 1, 'Pub': 1, 'Italie_du_Sud': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",4.24,3.72,3.74,3.65,1.96,0.0,1.9
150451,300guilhemr,2014,15,5,None,None,suisse,"{'Europeenne': 8, 'Francaise': 6, 'Suisse': 4, 'Pizza': 3, 'Italienne': 3, 'Bar_a_vins': 2, 'Traiteur': 1, 'Mediterraneenne': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Americaine': 1}",4.17,3.78,3.84,3.54,2.59,0.0,2.29
150530,johnhenryp263,2013,16,18,35-49,H,None,"{'Europeenne': 4, 'Mediterraneenne': 3, 'Italienne': 3, 'Internationale': 3, 'Suisse': 2, 'Fusion': 2, 'Francaise': 2, 'Pizza': 1, 'Marocaine': 1}",4.6,2.6,2.7,2.6,0.9,0.0,2.0
150567,Alpha-uf,2012,8,42,None,None,suisse,"{'Europeenne': 3, 'Francaise': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Bresilienne': 1}",4.56,4.62,4.31,4.19,1.56,0.0,2.25
150592,GGAPROZ,2012,18,12,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Italienne': 2, 'Traiteur': 1, 'Toscane': 1, 'Soupes': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italie_du_Centre': 1, 'Grillades': 1, 'Francaise': 1, 'Bar': 1}",4.27,4.46,4.27,4.19,3.69,0.0,2.0
150648,fantonioli,2016,5,3,None,None,suisse,"{'Internationale': 2, 'Europeenne': 2, 'Chinoise': 1, 'Asiatique': 1}",3.67,4.17,3.83,3.83,3.67,0.0,2.0
150703,DayTrip53318557985,2021,4,2,None,None,suisse,"{'Europeenne': 2, 'Thai': 1, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Bresilienne': 1, 'Asiatique': 1}",3.83,4.0,4.08,3.88,1.46,0.0,2.0
150766,Delley64,2021,10,8,None,None,suisse,"{'Europeenne': 8, 'Francaise': 5, 'Suisse': 4, 'Thai': 1, 'Steakhouse': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1, 'Argentine': 1}",4.18,4.22,4.01,3.81,3.24,0.12,2.38
150798,AlainM2147,2016,17,13,None,None,suisse,"{'Europeenne': 7, 'Suisse': 4, 'Americaine': 4, 'Mediterraneenne': 3, 'Francaise': 3, 'Italienne': 2, 'Grillades': 2, 'Brasserie_gastronomique': 2, 'Bar_a_vins': 2, 'Traiteur': 1, 'Thai': 1, 'Pub': 1, 'Pizza': 1, 'Moderne': 1, 'Internationale': 1, 'Grecque': 1, 'Cafe': 1, 'Asiatique': 1}",4.34,3.93,3.9,3.78,2.9,0.0,1.78
150896,cjclos,2016,14,11,None,None,suisse,"{'Europeenne': 7, 'Suisse': 6, 'Francaise': 5, 'Pizza': 3, 'Mediterraneenne': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Bresilienne': 1}",4.3,3.98,3.92,3.81,2.27,0.0,1.82
150963,carpediem0013,2016,5,3,None,None,suisse,"{'Francaise': 2, 'Europeenne': 2, 'Vietnamienne': 1, 'Steakhouse': 1, 'Mexicaine': 1, 'Bresilienne': 1, 'Asiatique': 1}",4.0,4.0,4.0,3.98,2.98,0.0,2.0
150970,196christianl,2015,13,9,None,None,suisse,"{'Asiatique': 4, 'Vietnamienne': 2, 'Europeenne': 2, 'Sushi': 1, 'Steakhouse': 1, 'Portugaise': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Indienne': 1, 'Francaise': 1, 'Espagnole': 1}",4.04,3.48,3.4,3.4,0.67,0.0,1.46
151004,Sabbrille,2022,3,2,None,None,None,"{'Moderne': 1, 'Internationale': 1, 'Europeenne': 1}",4.25,4.5,4.25,4.0,2.0,0.0,2.0
151005,AndreVieiraAlmeida,2018,17,27,18-24,H,australie,"{'Europeenne': 5, 'Suisse': 3, 'Internationale': 2, 'Francaise': 2, 'Steakhouse': 1, 'Sarde': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1}",4.3,3.5,3.41,3.2,2.33,0.0,2.0
151006,Manuella E,2015,4,3,None,None,suisse,"{'Internationale': 1, 'Europeenne': 1}",4.0,4.5,4.0,4.0,4.0,0.0,2.0
151007,RogerioM1360,2017,2,2,None,None,None,"{'Internationale': 1, 'Europeenne': 1}",4.0,4.5,4.0,4.0,4.0,0.0,2.0
151008,W4128QVfabioa,2015,35,24,None,None,portugal,"{'Thai': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.88,4.0,3.72,3.88,2.41,0.0,1.5
151009,Maryline L,2013,6,6,None,None,france,"{'Internationale': 1, 'Europeenne': 1}",4.0,4.5,4.0,4.0,4.0,0.0,2.0
151010,Dou_bich,2016,3,4,None,None,suisse,"{'Europeenne': 3, 'Suisse': 1, 'Internationale': 1}",4.25,4.3,4.25,4.0,2.65,0.0,2.0
151012,Rco R,2014,4,3,None,None,suisse,"{'Europeenne': 2, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Internationale': 1, 'Americaine': 1}",3.75,3.92,3.83,3.83,4.08,0.0,2.0
151013,stephanie H,2015,42,28,None,None,suisse,"{'Internationale': 1, 'Europeenne': 1}",4.0,4.5,4.0,4.0,4.0,0.0,2.0
151014,Dimi V,2014,5,3,None,None,None,"{'Europeenne': 5, 'Pizza': 4, 'Italienne': 4, 'Internationale': 1}",4.48,4.5,4.48,4.48,4.0,0.0,2.0
151063,juhani1986,2015,14,10,None,None,None,"{'Europeenne': 3, 'Suisse': 2, 'Saine': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Grillades': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Autrichienne': 1, 'Argentine': 1, 'Americaine': 1}",4.19,4.17,4.25,4.0,3.79,0.0,2.17
151082,ElyasSelena,2018,5,4,None,None,None,"{'Mediterraneenne': 3, 'Europeenne': 3, 'Italienne': 2, 'Ethiopienne': 1, 'Sushi': 1, 'Steakhouse': 1, 'Sarde': 1, 'Portugaise': 1, 'Pizza': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Espagnole': 1, 'Asiatique': 1, 'Africaine': 1}",4.04,4.32,4.21,4.04,1.61,0.0,2.0
151140,sabrinatribolet,2015,10,11,None,None,suisse,"{'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Pub': 1, 'Bar_a_bieres': 1}",4.67,2.83,3.0,2.67,3.0,0.0,2.0
151167,sara8981,2012,14,18,18-24,F,suisse,"{'Francaise': 2, 'Europeenne': 2, 'Sushi': 1, 'Suisse': 1, 'Japonaise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.5,4.32,4.68,4.32,2.89,0.0,2.29
151198,LucieLiand,2015,7,7,None,None,suisse,"{'Europeenne': 4, 'Suisse': 3, 'Francaise': 2, 'Traiteur': 1, 'Sushi': 1, 'Japonaise': 1, 'Bresilienne': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.14,3.57,3.78,3.34,2.21,0.0,2.17
151261,Flyer681556,2016,2,2,None,None,None,"{'Suisse': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Italienne': 1, 'Internationale': 1, 'Fusion': 1, 'Europeenne': 1}",4.75,4.5,4.5,4.5,0.0,0.0,2.0
151300,carlsberg1950,2016,3,3,None,None,suisse,"{'Italienne': 2, 'Steakhouse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Europeenne': 1, 'Bar_a_vins': 1, 'Americaine': 1}",3.67,3.67,3.75,3.58,3.5,0.0,2.0
151327,176jult,2015,8,6,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Steakhouse': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Argentine': 1}",4.33,4.33,4.5,4.0,1.33,0.0,2.0
151352,petitbolet,2019,3,3,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Steakhouse': 1, 'Moderne': 1, 'Grillades': 1, 'Francaise': 1}",4.5,4.5,4.5,4.42,4.42,0.17,2.17
151389,Cervincombin,2011,27,19,None,None,None,"{'Europeenne': 8, 'Suisse': 6, 'Francaise': 6, 'Moderne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1}",4.5,4.5,4.5,4.19,2.19,0.38,2.5
151444,PatrickG4608,2018,26,17,None,None,None,"{'Europeenne': 5, 'Suisse': 4, 'Francaise': 2, 'Pizza': 1, 'Italienne': 1, 'Bresilienne': 1}",4.4,4.25,4.25,4.0,0.6,0.0,2.0
151480,bigbay,2019,5,4,None,None,suisse,"{'Francaise': 2, 'Europeenne': 2, 'Ethiopienne': 1, 'Thai': 1, 'Suisse': 1, 'Chinoise': 1, 'Asie_centrale': 1, 'Asiatique': 1, 'Africaine': 1}",4.53,4.63,4.66,4.39,1.18,0.26,2.26
151517,Paul S,2013,94,309,35-49,H,suisse,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Chinoise': 1}",3.86,4.07,3.86,3.71,3.21,0.0,2.0
151523,MonsteralexX,2016,6,8,None,None,None,"{'Americaine': 2, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1, 'Grillades': 1, 'Europeenne': 1}",4.21,4.21,4.21,4.0,0.57,0.0,2.0
151580,LaurenceVS,2008,11,29,35-49,F,None,"{'Europeenne': 4, 'Suisse': 3, 'Steakhouse': 2, 'Francaise': 2, 'Grillades': 1, 'Europe_centrale': 1}",4.09,4.34,4.09,3.94,4.09,0.5,2.5
151666,Zamojski W,2016,97,28,None,None,france,"{'Suisse': 1, 'Francaise': 1, 'Europeenne': 1, 'Bresilienne': 1, 'Brasserie_gastronomique': 1}",4.78,4.78,4.78,4.28,2.5,0.56,2.56
151679,siceno,2015,10,7,None,None,suisse,"{'Francaise': 3, 'Europeenne': 3, 'Suisse': 2, 'Steakhouse': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.37,4.53,4.53,4.1,2.9,0.67,2.87
151705,christopheg548,2015,95,57,25-34,H,suisse,"{'Europeenne': 5, 'Suisse': 3, 'Mediterraneenne': 3, 'Italienne': 3, 'Thai': 2, 'Pizza': 2, 'Saine': 1, 'Grillades': 1, 'Chinoise': 1, 'Asiatique': 1}",3.87,2.78,2.56,2.57,2.0,0.0,1.44
151767,352andrewm,2011,166,83,None,None,suisse,"{'Sushi': 1, 'Suisse': 1, 'Japonaise': 1, 'Italienne': 1, 'Europeenne': 1, 'Asiatique': 1}",3.75,4.0,3.75,3.5,1.75,0.0,2.0
151779,buchsbunny,2008,5,72,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Europe_centrale': 1}",4.5,4.5,4.5,4.0,4.75,0.5,3.0
151785,JM0607,2019,87,17,None,None,france,"{'Suisse': 5, 'Europeenne': 5, 'Europe_centrale': 3, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Moderne': 1, 'Italienne': 1, 'Cafe': 1}",4.42,4.5,4.42,4.17,3.0,0.17,2.17
151789,Daniav50,2017,12,6,None,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Portugaise': 1, 'Mediterraneenne': 1, 'Europe_centrale': 1, 'Espagnole': 1}",3.88,3.88,3.88,3.69,1.88,0.38,2.38
151795,olivierlC2157RI,2017,3,1,None,None,suisse,"{'Suisse': 3, 'Europeenne': 3, 'Europe_centrale': 2}",4.5,4.67,4.5,4.17,4.71,0.42,3.0
151804,SVV2015,2015,89,53,50-64,H,france,"{'Europeenne': 7, 'Suisse': 5, 'Francaise': 3, 'Europe_centrale': 2, 'Steakhouse': 1, 'Moderne': 1, 'Grillades': 1}",4.5,4.5,4.5,4.05,3.82,0.43,2.32
151805,Calamity J,2015,97,47,None,None,suisse,"{'Europeenne': 13, 'Suisse': 7, 'Francaise': 5, 'Pizza': 4, 'Italienne': 4, 'Grillades': 4, 'Steakhouse': 3, 'Moderne': 2, 'Internationale': 2, 'Fusion': 2, 'Europe_centrale': 2, 'Bar': 2, 'Saine': 1, 'Romana': 1, 'Mediterraneenne': 1, 'Latium': 1, 'Italie_du_Centre': 1, 'Espagnole': 1, 'Bar_a_vins': 1, 'Argentine': 1}",4.11,4.12,4.01,3.79,3.49,0.07,2.14
151813,Catoche_M,2012,4,15,None,None,suisse,"{'Suisse': 3, 'Europeenne': 3, 'Europe_centrale': 2, 'Steakhouse': 1}",4.36,4.5,4.36,4.0,4.54,0.36,2.36
151822,lamaravishhh,2014,55,29,35-49,H,suisse,"{'Europeenne': 6, 'Francaise': 4, 'Suisse': 3, 'Mediterraneenne': 3, 'Italienne': 2, 'Bar': 2, 'Mexicaine': 1, 'Europe_centrale': 1, 'Bar_a_vins': 1, 'Amerique_centrale': 1, 'Americaine': 1}",4.19,4.11,4.19,3.69,3.93,0.19,2.04
151835,PATRICIA A,2014,23,20,None,None,espagne,"{'Suisse': 3, 'Europeenne': 3, 'Europe_centrale': 2}",4.5,4.5,4.5,4.0,4.67,0.33,2.58
151843,Eliyeah,2013,61,35,None,None,None,"{'Europeenne': 7, 'Francaise': 5, 'Suisse': 4, 'Moderne': 2, 'Brasserie_gastronomique': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Asiatique': 1}",4.5,4.62,4.47,4.26,3.86,0.33,2.47
151854,n0ah73,2008,61,36,None,None,canada,"{'Europeenne': 2, 'Suisse': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Asiatique': 1}",4.75,4.5,4.5,4.25,2.5,1.0,2.5
151856,vlalanne,2011,126,407,50-64,H,france,"{'Europeenne': 4, 'Suisse': 3, 'Pub': 3, 'Internationale': 2, 'Europe_centrale': 2, 'Bar': 2, 'Traiteur': 1, 'Saine': 1, 'Moderne': 1}",4.27,3.48,4.27,3.81,3.79,0.16,2.39
151858,646ana_sa,2014,23,40,None,None,suisse,"{'Europeenne': 5, 'Suisse': 4, 'Europe_centrale': 3}",4.5,4.61,4.5,4.22,4.61,0.39,2.61
151860,Jean_PierreZ_13,2013,25,10,None,None,suisse,"{'Europeenne': 8, 'Suisse': 7, 'Italienne': 6, 'Internationale': 3, 'Europe_centrale': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Francaise': 2, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Campanie': 1}",4.33,4.39,4.33,4.07,2.75,0.12,2.27
151863,Maxime4593,2013,19,14,None,None,suisse,"{'Europeenne': 5, 'Suisse': 4, 'Europe_centrale': 4, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Bar': 1}",4.36,4.4,4.26,4.0,4.44,0.16,2.16
151880,nicolasdP3624XM,2013,14,11,None,None,suisse,"{'Europeenne': 4, 'Suisse': 2, 'Francaise': 2, 'Steakhouse': 1, 'Sicilienne': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Latino': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Argentine': 1}",4.42,4.42,4.42,4.08,4.47,0.44,2.44
151887,gene128,2010,38,146,35-49,F,suisse,"{'Suisse': 6, 'Europeenne': 5, 'Europe_centrale': 2, 'Moderne': 1, 'Italienne': 1, 'Internationale': 1, 'Bar': 1, 'Americaine': 1}",4.29,4.21,4.29,3.71,4.15,0.32,2.58
151893,RobertBourguignon,2009,25,17,65+,H,luxembourg,"{'Europeenne': 4, 'Suisse': 3, 'Grillades': 2, 'Europe_centrale': 2, 'Steakhouse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1}",4.19,4.19,4.27,3.69,4.31,0.23,2.23
151912,mbdonley,2011,182,414,None,None,None,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.5,4.5,4.5,4.0,5.0,1.0,3.0
