,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
877,Nathy74890,2015,29,39,None,None,france,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
878,LauGeneva,2015,9,4,None,None,suisse,"{'Italienne': 4, 'Francaise': 3, 'Europeenne': 3, 'Steakhouse': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Latino': 1, 'Japonaise': 1, 'Chinoise': 1, 'Cafe': 1, 'Bresilienne': 1}",3.74,4.09,3.92,3.74,2.06,0.0,2.0
879,little_traveller74,2012,231,210,None,None,france,"{'Europeenne': 24, 'Francaise': 17, 'Italienne': 11, 'Mediterraneenne': 10, 'Pizza': 9, 'Asiatique': 8, 'Suisse': 5, 'Bar': 4, 'Vietnamienne': 3, 'Sushi': 3, 'Restauration_rapide': 3, 'Libanaise': 3, 'Japonaise': 3, 'Indienne': 3, 'Sicilienne': 2, 'Romana': 2, 'Pakistanaise': 2, 'Latium': 2, 'Italie_du_Sud': 2, 'Italie_du_Centre': 2, 'Chinoise': 2, 'Americaine': 2, 'Turque': 1, 'Toscane': 1, 'Thai': 1, 'Pub': 1, 'Napolitaine': 1, 'Moderne': 1, 'Internationale': 1, 'Campanie': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Amerique_centrale': 1}",3.97,3.6,3.53,3.38,2.47,0.04,1.73
880,fioramonti y,2015,1,2,None,None,suisse,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
881,Aurelie_youch,2015,3,4,None,None,france,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
882,Laetitia93,2015,72,22,None,None,suisse,"{'Europeenne': 8, 'Mediterraneenne': 6, 'Italienne': 4, 'Francaise': 4, 'Pizza': 3, 'Cafe': 3, 'Ethiopienne': 2, 'Suisse': 2, 'Restauration_rapide': 2, 'Libanaise': 2, 'Asiatique': 2, 'Americaine': 2, 'Africaine': 2, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Peruvienne': 1, 'Napolitaine': 1, 'Marocaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Chinoise': 1, 'Campanie': 1}",4.04,3.99,3.96,3.74,2.36,0.0,1.88
883,marine13113,2014,8,9,None,None,france,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
884,Hony H,2013,126,57,35-49,H,france,"{'Sushi': 3, 'Japonaise': 3, 'Italienne': 3, 'Asiatique': 3, 'Mediterraneenne': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Indienne': 1, 'Francaise': 1, 'Chinoise': 1}",4.22,4.23,4.02,3.83,2.95,0.0,2.1
885,fannyfanny37000,2012,113,204,35-49,F,france,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
886,avengerserick,2013,1,7,None,None,suisse,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
887,60tweed,2015,39,22,None,None,france,"{'Tunisienne': 1, 'Sushi': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Indienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.16,4.16,4.16,3.84,3.0,0.0,2.0
889,Aemmae,2012,28,25,None,None,france,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
890,JennySuv,2012,20,12,18-24,F,suisse,"{'Europeenne': 5, 'Asiatique': 5, 'Pizza': 4, 'Italienne': 4, 'Thai': 2, 'Sushi': 2, 'Pakistanaise': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Indienne': 2, 'Chinoise': 2, 'Soupes': 1, 'Restauration_rapide': 1, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Francaise': 1, 'Campanie': 1}",3.77,4.09,3.8,3.73,3.06,0.0,2.0
891,Vivine74,2014,10,10,None,None,None,"{'Sushi': 2, 'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Grillades': 1, 'Francaise': 1}",4.21,4.21,4.21,4.21,1.88,0.0,1.75
892,Manonlrc0806,2015,2,4,None,None,None,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
893,girondelj,2014,25,18,None,None,france,"{'Francaise': 2, 'Europeenne': 2, 'Sushi': 1, 'Pub': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.83,3.83,3.83,4.0,2.67,0.0,2.0
894,Icha,2007,89,163,None,None,portugal,"{'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
904,piscean79,2010,59,23,None,None,france,"{'Europeenne': 12, 'Asiatique': 11, 'Francaise': 9, 'Vietnamienne': 4, 'Mediterraneenne': 4, 'Pizza': 3, 'Italienne': 3, 'Thai': 2, 'Suisse': 2, 'Soupes': 2, 'Japonaise': 2, 'Coreenne': 2, 'Chinoise': 2, 'Bar': 2, 'Sushi': 1, 'Romana': 1, 'Pub': 1, 'Moderne': 1, 'Libanaise': 1, 'Latium': 1, 'Italie_du_Centre': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.06,3.96,3.97,3.55,2.32,0.04,1.9
906,deborahj74,2015,7,7,None,None,france,"{'Francaise': 3, 'Sushi': 2, 'Japonaise': 2, 'Europeenne': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Grillades': 1}",4.0,4.2,4.2,3.9,1.5,0.2,2.2
921,thierryd83,2016,26,7,None,None,france,"{'Francaise': 8, 'Europeenne': 6, 'Vietnamienne': 2, 'Asiatique': 2, 'Thai': 1, 'Sicilienne': 1, 'Romana': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Latium': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Fusion': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Americaine': 1}",4.16,4.18,4.06,3.79,2.74,0.09,1.94
937,maelys111,2015,81,56,None,None,france,"{'Francaise': 17, 'Europeenne': 14, 'Italienne': 4, 'Bar': 4, 'Pizza': 3, 'Fusion': 3, 'Asiatique': 3, 'Venezuelienne': 2, 'Vietnamienne': 2, 'Thai': 2, 'Saine': 2, 'Peruvienne': 2, 'Mediterraneenne': 2, 'Mexicaine': 2, 'Latino': 2, 'Japonaise': 2, 'Colombienne': 2, 'Chinoise': 2, 'Toscane': 1, 'Sushi': 1, 'Sicilienne': 1, 'Romana': 1, 'Pakistanaise': 1, 'Libanaise': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Indienne': 1, 'Espagnole': 1, 'Brasserie_gastronomique': 1}",4.14,4.12,4.15,3.96,2.24,0.04,1.92
966,Venture729812,2017,3,3,None,None,None,"{'Francaise': 2, 'Europeenne': 2, 'Vietnamienne': 1, 'Thai': 1, 'Pub': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.33,3.5,3.33,3.5,2.17,0.0,1.67
978,Cannelle1402,2017,21,17,None,None,france,"{'Francaise': 5, 'Europeenne': 5, 'Mediterraneenne': 2, 'Asiatique': 2, 'Tunisienne': 1, 'Soupes': 1, 'Pizza': 1, 'Mexicaine': 1, 'Marocaine': 1, 'Libanaise': 1, 'Latino': 1, 'Japonaise': 1, 'Italienne': 1, 'Fusion': 1, 'Chinoise': 1, 'Cafe': 1, 'Amerique_centrale': 1}",3.91,4.08,3.92,3.77,2.0,0.19,2.09
984,jedoren,2009,85,57,50-64,H,suisse,"{'Francaise': 8, 'Europeenne': 8, 'Moderne': 3, 'Italienne': 3, 'Brasserie_gastronomique': 3, 'Mediterraneenne': 2, 'Japonaise': 2, 'Americaine': 2, 'Suisse': 1, 'Internationale': 1, 'Grillades': 1, 'Fusion': 1, 'Bar': 1, 'Asiatique': 1}",4.2,4.23,4.13,3.74,3.32,0.45,2.66
986,kellyNYPD,2015,32,29,None,None,france,"{'Francaise': 10, 'Europeenne': 9, 'Italienne': 3, 'Mediterraneenne': 2, 'Bar': 2, 'Sushi': 1, 'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Pakistanaise': 1, 'Libanaise': 1, 'Japonaise': 1, 'Indienne': 1, 'Asiatique': 1}",4.08,4.14,3.97,3.82,2.07,0.08,1.95
993,cathy m,2016,10,7,35-49,F,france,"{'Europeenne': 3, 'Francaise': 2, 'Vietnamienne': 1, 'Thai': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Indienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.06,3.92,4.06,3.94,1.22,0.0,1.56
1006,AmandineT116,2012,16,13,None,None,maroc,"{'Turque': 2, 'Sushi': 2, 'Japonaise': 2, 'Asiatique': 2, 'Francaise': 1, 'Europeenne': 1}",4.4,4.19,4.19,3.71,0.83,0.0,2.0
1010,Tifnn02,2012,12,9,None,None,france,"{'Francaise': 3, 'Europeenne': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Saine': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Indienne': 1, 'Grillades': 1, 'Fusion': 1, 'Chinoise': 1, 'Asiatique': 1}",4.3,4.18,4.14,3.89,1.29,0.11,1.82
1023,891elodiel,2015,19,15,None,None,france,"{'Europeenne': 4, 'Francaise': 3, 'Suisse': 2, 'Mediterraneenne': 2, 'Asiatique': 2, 'Tunisienne': 1, 'Sushi': 1, 'Saine': 1, 'Nepalaise': 1, 'Marocaine': 1, 'Japonaise': 1, 'Indienne': 1, 'Americaine': 1, 'Africaine': 1}",4.28,3.23,3.13,2.95,2.64,0.0,1.88
1029,ncoutherez,2015,14,7,None,None,suisse,"{'Francaise': 4, 'Suisse': 3, 'Europeenne': 3, 'Mediterraneenne': 2, 'Internationale': 2, 'Asiatique': 2, 'Sushi': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1}",4.19,4.39,4.26,3.69,3.37,0.51,2.66
1051,654deded,2014,36,27,None,None,france,"{'Francaise': 14, 'Europeenne': 11, 'Suisse': 3, 'Steakhouse': 3, 'Americaine': 3, 'Mediterraneenne': 2, 'Internationale': 2, 'Sushi': 1, 'Saine': 1, 'Pizza': 1, 'Marocaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Bar': 1, 'Asiatique': 1}",3.66,3.78,3.77,3.64,3.07,0.06,2.07
1054,berylium,2011,101,77,50-64,H,france,"{'Europeenne': 18, 'Suisse': 11, 'Francaise': 11, 'Thai': 3, 'Pizza': 3, 'Italienne': 3, 'Indienne': 3, 'Bar': 3, 'Asiatique': 3, 'Pub': 2, 'Pakistanaise': 2, 'Mediterraneenne': 2, 'Grillades': 2, 'Europe_centrale': 2, 'Espagnole': 2, 'Chinoise': 2, 'Americaine': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Coreenne': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1}",4.07,3.9,3.95,3.72,2.56,0.0,1.9
1161,GeorgUteFabian,2010,147,63,50-64,H,suisse,{},,,,,,,
1223,J. L. R,2016,14,5,None,None,None,"{'Asiatique': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Japonaise': 1, 'Grecque': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Allemande': 1}",4.35,3.18,2.94,3.06,0.0,0.0,1.71
1348,G1uG1uBlue,2016,51,36,None,None,None,"{'Lombarde': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Nord': 1}",4.5,4.79,4.79,4.21,1.93,0.0,2.57
1511,nemiticlaiv,2012,182,97,None,None,italie,{},,,,,,,
1612,Luca G,2013,154,82,35-49,H,italie,"{'Lombarde': 1, 'Italienne': 1, 'Italie_du_Nord': 1}",4.5,4.5,4.5,4.5,4.5,0.0,2.0
1667,Carlopatrick,2008,584,311,35-49,H,italie,{},,,,,,,
1729,ziobill,2008,58,61,None,None,espagne,{},,,,,,,
1741,Luca G,2015,41,26,None,None,italie,{'Italienne': 1},4.0,4.5,4.0,4.0,0.0,0.0,1.0
1809,Zonkeydonkey,2013,99,55,35-49,F,suisse,"{'Mediterraneenne': 2, 'Italienne': 2, 'Europeenne': 2, 'Thai': 1, 'Sushi': 1, 'Suisse': 1, 'Pizza': 1, 'Japonaise': 1, 'Espagnole': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Asiatique': 1, 'Allemande': 1}",3.92,2.89,2.77,2.55,1.61,0.0,1.84
1931,122antoiner,2015,12,8,None,None,suisse,"{'Francaise': 4, 'Europeenne': 4, 'Thai': 3, 'Asiatique': 3, 'Mediterraneenne': 2, 'Moderne': 2, 'Italienne': 2, 'Grillades': 2, 'Chinoise': 2, 'Sushi': 1, 'Suisse': 1, 'Pizza': 1, 'Japonaise': 1, 'Indienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.36,4.32,4.3,4.14,3.25,0.11,2.09
1934,Traveller87987687,2014,226,107,None,None,thailande,"{'Italienne': 4, 'Pizza': 3, 'Sushi': 2, 'Mongole': 2, 'Europeenne': 2, 'Chinoise': 2, 'Cafe': 2, 'Asiatique': 2, 'Mediterraneenne': 1, 'Grillades': 1, 'Europe_centrale': 1}",3.62,2.58,2.34,2.52,1.83,0.0,1.34
2021,Maina_MM24,2015,50,43,None,None,suisse,"{'Europeenne': 24, 'Francaise': 14, 'Italienne': 10, 'Suisse': 8, 'Pizza': 6, 'Mediterraneenne': 4, 'Chinoise': 3, 'Asiatique': 3, 'Thai': 2, 'Pakistanaise': 2, 'Japonaise': 2, 'Internationale': 2, 'Indienne': 2, 'Vietnamienne': 1, 'Suedoise': 1, 'Steakhouse': 1, 'Saine': 1, 'Portugaise': 1, 'Grillades': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Americaine': 1, 'Africaine': 1}",3.98,4.02,3.93,3.87,2.49,0.06,1.85
2025,mreyjr,2014,224,69,25-34,H,suisse,"{'Europeenne': 66, 'Francaise': 43, 'Suisse': 33, 'Italienne': 7, 'Cafe': 7, 'Internationale': 6, 'Mediterraneenne': 5, 'Saine': 4, 'Brasserie_gastronomique': 4, 'Asiatique': 4, 'Steakhouse': 3, 'Pizza': 3, 'Japonaise': 3, 'Europe_centrale': 3, 'Bar': 3, 'Thai': 2, 'Sushi': 2, 'Restauration_rapide': 2, 'Moderne': 2, 'Latino': 2, 'Fusion': 2, 'Argentine': 2, 'Americaine': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Suedoise': 1, 'Soupes': 1, 'Scandinave': 1, 'Sarde': 1, 'Norvegienne': 1, 'Mexicaine': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Danoise': 1, 'Coreenne': 1, 'Chinoise': 1}",4.3,4.35,4.23,4.09,2.75,0.07,2.07
2031,jerrob,2010,9,13,None,None,None,"{'Suisse': 5, 'Francaise': 4, 'Europeenne': 4, 'Traiteur': 1, 'Steakhouse': 1, 'Moderne': 1, 'Japonaise': 1, 'Grillades': 1, 'Fusion': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.3,4.58,4.28,4.14,4.08,0.16,2.16
2039,Jemmykay,2009,78,62,25-34,F,suisse,"{'Europeenne': 7, 'Asiatique': 5, 'Sushi': 3, 'Suisse': 3, 'Pizza': 3, 'Japonaise': 3, 'Italienne': 3, 'Francaise': 3, 'Chinoise': 3, 'Mediterraneenne': 2, 'Grillades': 2, 'Fusion': 2, 'Europe_centrale': 2, 'Coreenne': 2, 'Bar': 2, 'Taiwanaise': 1, 'Pub': 1, 'Perse': 1, 'Moderne': 1, 'Libanaise': 1, 'Internationale': 1, 'Cafe': 1, 'Bresilienne': 1}",4.13,3.82,3.79,3.61,2.76,0.07,1.96
2055,robertotW77RT,2017,54,36,None,None,suisse,"{'Europeenne': 9, 'Suisse': 6, 'Mediterraneenne': 6, 'Francaise': 6, 'Saine': 3, 'Moderne': 3, 'Italienne': 3, 'Asiatique': 3, 'Japonaise': 2, 'Internationale': 2, 'Grillades': 2, 'Thai': 1, 'Perse': 1, 'Marocaine': 1, 'Libanaise': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Chinoise': 1}",4.19,4.24,4.16,4.03,2.17,0.0,1.88
2082,Chico_5805,2009,118,316,50-64,H,suisse,"{'Suisse': 14, 'Europeenne': 14, 'Francaise': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Internationale': 2, 'Europe_centrale': 2, 'Sushi': 1, 'Steakhouse': 1, 'Soupes': 1, 'Pizza': 1, 'Japonaise': 1, 'Grillades': 1, 'Asiatique': 1, 'Africaine': 1}",4.15,4.12,3.97,3.86,2.17,0.16,1.95
2084,Reisende837,2009,17,184,35-49,F,allemagne,"{'Vietnamienne': 1, 'Sushi': 1, 'Suisse': 1, 'Japonaise': 1, 'Fusion_japonaise': 1, 'Europeenne': 1}",4.22,2.0,2.0,2.0,0.0,0.0,2.0
2088,LGuignard,2017,6,6,None,None,suisse,"{'Francaise': 3, 'Europeenne': 3, 'Suisse': 2, 'Mediterraneenne': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.5,4.38,4.5,4.25,0.0,0.0,2.25
2107,cj_chris_sky,2014,485,172,None,None,suisse,"{'Europeenne': 108, 'Francaise': 56, 'Suisse': 54, 'Italienne': 31, 'Mediterraneenne': 27, 'Asiatique': 20, 'Internationale': 14, 'Bar': 12, 'Moderne': 10, 'Europe_centrale': 10, 'Brasserie_gastronomique': 10, 'Japonaise': 8, 'Chinoise': 8, 'Sushi': 7, 'Saine': 7, 'Cafe': 7, 'Bar_a_vins': 6, 'Americaine': 6, 'Pizza': 5, 'Vietnamienne': 4, 'Thai': 4, 'Pub': 4, 'Grillades': 4, 'Fusion': 4, 'Traiteur': 3, 'Indienne': 3, 'Peruvienne': 2, 'Portugaise': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Ethiopienne': 1, 'Steakhouse': 1, 'Soupes': 1, 'Restauration_rapide': 1, 'Restaurants_de_biere': 1, 'Latino': 1, 'Espagnole': 1, 'Bresilienne': 1, 'Africaine': 1}",4.11,3.91,3.82,3.56,2.49,0.13,2.15
2112,valerietregeb,2016,14,10,None,None,None,"{'Europeenne': 6, 'Francaise': 4, 'Suisse': 3, 'Italienne': 3, 'Mediterraneenne': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Portugaise': 1, 'Pizza': 1, 'Japonaise': 1, 'Fusion': 1}",4.02,4.14,4.08,3.89,0.88,0.0,2.0
2127,887nathanaelp,2015,64,42,None,None,suisse,"{'Europeenne': 24, 'Suisse': 18, 'Francaise': 11, 'Italienne': 10, 'Mediterraneenne': 8, 'Asiatique': 7, 'Internationale': 4, 'Chinoise': 4, 'Europe_centrale': 3, 'Thai': 2, 'Steakhouse': 2, 'Pizza': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Japonaise': 1, 'Grillades': 1, 'Fusion': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",4.04,3.91,3.83,3.64,2.52,0.03,1.94
2128,Edmond52,2016,128,68,65+,H,suisse,"{'Europeenne': 56, 'Suisse': 48, 'Francaise': 40, 'Italienne': 22, 'Asiatique': 15, 'Mediterraneenne': 14, 'Chinoise': 12, 'Pizza': 8, 'Thai': 5, 'Brasserie_gastronomique': 5, 'Internationale': 4, 'Europe_centrale': 4, 'Pub': 3, 'Japonaise': 3, 'Italie_du_Sud': 2, 'Bar': 2, 'Traiteur': 1, 'Sushi': 1, 'Sicilienne': 1, 'Saine': 1, 'Napolitaine': 1, 'Grillades': 1, 'Fujian': 1, 'Campanie': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Allemande': 1}",4.08,4.1,4.04,3.89,1.99,0.05,2.09
2149,jojo4951,2016,33,22,None,None,suisse,"{'Europeenne': 14, 'Suisse': 11, 'Francaise': 10, 'Mediterraneenne': 5, 'Italienne': 4, 'Pizza': 3, 'Asiatique': 3, 'Japonaise': 2, 'Chinoise': 2, 'Toscane': 1, 'Sicilienne': 1, 'Pub': 1, 'Mongole': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.05,4.16,4.05,4.02,1.68,0.1,2.0
2150,DanielaTartaro,2016,44,26,None,None,suisse,"{'Italienne': 9, 'Mediterraneenne': 6, 'Europeenne': 6, 'Pizza': 5, 'Suisse': 4, 'Moderne': 3, 'Japonaise': 2, 'Italie_du_Sud': 2, 'Sushi': 1, 'Soupes': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pouilles': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Internationale': 1, 'Espagnole': 1, 'Cafe': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",3.99,4.18,3.94,3.96,1.43,0.0,2.06
2159,bertolottie,2012,139,71,None,None,italie,"{'Europeenne': 33, 'Francaise': 26, 'Suisse': 20, 'Mediterraneenne': 9, 'Italienne': 6, 'Brasserie_gastronomique': 5, 'Bar': 4, 'Internationale': 3, 'Europe_centrale': 3, 'Asiatique': 3, 'Thai': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Steakhouse': 1, 'Sicilienne': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Moderne': 1, 'Marocaine': 1, 'Latino': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Argentine': 1}",4.25,4.22,4.09,3.87,2.78,0.26,2.35
2169,miam_yummi,2018,9,10,None,None,suisse,"{'Francaise': 6, 'Europeenne': 5, 'Suisse': 3, 'Japonaise': 2, 'Asiatique': 2, 'Pub': 1, 'Fusion': 1}",4.27,4.37,4.13,4.13,2.62,0.17,2.17
2170,WalterK1285,2017,3,3,None,None,suisse,"{'Suisse': 2, 'Francaise': 2, 'Europeenne': 2}",4.25,4.25,4.0,4.25,1.5,0.0,2.0
2173,Explorer08372954351,2019,2,2,None,None,suisse,"{'Suisse': 1, 'Japonaise': 1, 'Grillades': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,3.75,3.75,0.0,0.0,1.5
2177,boeglia,2015,38,16,None,None,suisse,"{'Europeenne': 4, 'Asiatique': 3, 'Thai': 2, 'Suisse': 2, 'Pizza': 2, 'Italienne': 2, 'Francaise': 2, 'Americaine': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Bar': 1}",4.29,4.38,4.32,4.25,1.8,0.0,1.83
2183,martingysler,2011,79,354,50-64,H,None,"{'Europeenne': 23, 'Suisse': 16, 'Francaise': 11, 'Mediterraneenne': 7, 'Italienne': 7, 'Japonaise': 6, 'Asiatique': 6, 'Europe_centrale': 5, 'Bar': 5, 'Sushi': 4, 'Pub': 4, 'Pizza': 4, 'Internationale': 4, 'Brasserie_gastronomique': 4, 'Moderne': 3, 'Cafe': 3, 'Indienne': 2, 'Steakhouse': 1, 'Sri_lankaise': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Espagnole': 1, 'Belge': 1, 'Americaine': 1, 'Allemande': 1}",4.06,4.05,4.02,3.84,2.26,0.05,2.05
2185,483lucg,2016,49,31,None,None,suisse,"{'Europeenne': 12, 'Suisse': 8, 'Francaise': 6, 'Asiatique': 5, 'Italienne': 4, 'Pizza': 3, 'Thai': 2, 'Restauration_rapide': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Chinoise': 2, 'Steakhouse': 1, 'Indienne': 1, 'Bar': 1, 'Americaine': 1}",4.03,3.91,3.89,3.85,1.42,0.0,1.81
2186,fxhermance,2011,100,58,35-49,H,suisse,"{'Europeenne': 43, 'Suisse': 33, 'Francaise': 28, 'Italienne': 17, 'Pizza': 9, 'Mediterraneenne': 6, 'Europe_centrale': 5, 'Libanaise': 3, 'Cafe': 3, 'Steakhouse': 2, 'Restauration_rapide': 2, 'Marocaine': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Turque': 1, 'Thai': 1, 'Saine': 1, 'Moderne': 1, 'Japonaise': 1, 'Grillades': 1, 'Bar_a_vins': 1, 'Americaine': 1}",4.0,4.06,3.92,3.76,2.67,0.04,2.0
2197,PacaSwitzerland,2008,92,40,35-49,F,None,"{'Europeenne': 11, 'Italienne': 9, 'Suisse': 8, 'Mediterraneenne': 7, 'Asiatique': 4, 'Restauration_rapide': 3, 'Pizza': 3, 'Francaise': 3, 'Europe_centrale': 3, 'Sushi': 2, 'Japonaise': 2, 'Internationale': 2, 'Bar': 2, 'Americaine': 2, 'Vietnamienne': 1, 'Turque': 1, 'Thai': 1, 'Saine': 1, 'Mexicaine': 1, 'Lombarde': 1, 'Libanaise': 1, 'Italie_du_Nord': 1}",4.17,4.1,3.88,3.83,2.93,0.12,1.96
2198,Malidia,2008,58,74,None,None,suisse,"{'Europeenne': 12, 'Suisse': 7, 'Francaise': 6, 'Italienne': 4, 'Pizza': 3, 'Restauration_rapide': 2, 'Mediterraneenne': 2, 'Asiatique': 2, 'Americaine': 2, 'Thai': 1, 'Saine': 1, 'Lombarde': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Europe_centrale': 1, 'Bar': 1}",4.14,4.01,3.94,3.89,2.16,0.0,1.83
2204,NinoRicci1974,2015,148,106,None,None,suisse,"{'Europeenne': 31, 'Suisse': 24, 'Francaise': 15, 'Italienne': 10, 'Indienne': 9, 'Pizza': 8, 'Europe_centrale': 6, 'Asiatique': 6, 'Mediterraneenne': 4, 'Bar': 4, 'Pub': 2, 'Internationale': 2, 'Grillades': 2, 'Cafe': 2, 'Thai': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Portugaise': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Fusion': 1, 'Chinoise': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1}",4.23,4.1,4.04,3.97,1.51,0.02,1.84
